Granja,FechaFin,Gen,Talla,Biomasa,Num
Tocha Sole,2024-11-30,23 6SG,h.800 - 10000,854.8620794527313,1040.0
Cervo Sole,2024-11-30,24 1SG,f.500 - 600,3877.975797636893,7642.0
Hafnir_P,2024-11-30,24 1SG,e.400 - 500,2989.64488147187,6569.0
Hafnir_P,2024-11-30,24 1SG,e.400 - 500,2010.1229968285045,4248.0
Tocha Sole,2024-11-30,24 1SG,d.300 - 400,1733.83619349931,5281.0
Couso i+d,2024-11-30,24 1SG,f.500 - 600,587.7107943284002,985.0
Tocha Sole,2024-11-30,24 1SG,d.300 - 400,2199.146517292794,7077.0
Cervo Sole,2024-11-30,24 1SG,g.600 - 800,4525.756493291395,6071.0
Tocha Sole,2024-11-30,24 1SG,g.600 - 800,2252.665119294619,2990.0
Cervo Sole,2024-11-30,24 1SG,g.600 - 800,2788.0138163607567,4315.0
Tocha Sole,2024-11-30,24 1SG,f.500 - 600,3820.394038660532,7042.0
Cervo Sole,2024-11-30,24 1SG,g.600 - 800,1686.0647882912378,2743.0
Couso i+d,2024-11-30,24 1SG,f.500 - 600,12.236254971337312,22.0
Anglet_P,2024-11-30,24 1SG,e.400 - 500,744.0064179023213,1690.0
Cervo Sole,2024-11-30,24 1SG,h.800 - 10000,4065.1553854619688,4929.0
Cervo Sole,2024-11-30,24 1SG,h.800 - 10000,4432.064874457421,5214.0
Couso i+d,2024-11-30,24 1SG,g.600 - 800,191.91203276812467,300.0
Couso i+d,2024-11-30,24 1SG,g.600 - 800,26.227977811643697,41.0
Couso i+d,2024-11-30,24 1SG,g.600 - 800,643.1691595276706,1010.0
Couso i+d,2024-11-30,24 1SG,g.600 - 800,191.91203276812467,300.0
Tocha Sole,2024-11-30,24 1SG,f.500 - 600,4179.271517623936,8042.0
Tocha Sole,2024-11-30,24 1SG,e.400 - 500,2224.491921155721,5212.0
Tocha Sole,2024-11-30,24 1SG,e.400 - 500,3888.565283515495,9223.0
Cervo Sole,2024-11-30,24 1SG,e.400 - 500,3595.7265357609867,8030.0
Cervo Sole,2024-11-30,24 1SG,e.400 - 500,2391.540690966357,5971.0
Tocha Sole,2024-11-30,24 1SG,c.200 - 300,499.9016341388559,1674.0
Cervo Sole,2024-11-30,24 1SG,e.400 - 500,1012.730402177052,2485.0
