Granja,Edad,PesoMedio,Num,Gen,Tanque,Virtual,Fecha,Biomasa,YearClass,BiomasaBajas,NumBajas,Cull,NumBajas_cull,BiomasaBajas_cull,NumSinBajas,BiomasaSinBajas,FechaFin,DiasMes,PesoMedioSinBajas,Talla,BiomasaPescas,BiomasaSinPescas,NumPescas,NumSinPescas,PesoMedioSinPescas,Tasa,PesoMedioFinal,BiomasaFinal,NumFinal,EdadFinal,TallaFinal,Input
Hafnir_P,430,680.0,1884,23 6SG,S04B,False,2024-08-31,1281.12,2023,12.919999999999998,19,False,0,0.0,1865,1268.1999999999998,2024-09-30,30,679.9999999999999,g.600 - 800,0.0,1281.12,0,1884,679.9999999999999,0.1450338119999999,778.6229921599999,1452.1318803783995,1865,460,g.600 - 800,False
Anglet_P,100,15.06141132748586,2536,24 5SG,18_Indef_Anglet_P_9_2024,True,2024-08-31,38.19573912650414,2024,0.0,0,False,0,0.0,2536,38.19573912650414,2024-09-30,30,15.06141132748586,a.0 - 100,0.0,38.19573912650414,0,2536,15.06141132748586,0.001,15.076472738813344,38.23393486563064,2536,130,a.0 - 100,True
Hafnir_P,430,470.0,1330,23 6SG,S09A,False,2024-08-31,625.1,2023,0.0,0,False,0,0.0,1330,625.1,2024-09-30,30,470.00000000000006,e.400 - 500,0.0,625.1,0,1330,470.00000000000006,0.1450338119999999,538.16589164,715.7606358812001,1330,460,f.500 - 600,False
Hafnir_P,430,504.73186119873816,8505,23 6SG,G29,False,2024-08-31,4292.744479495268,2023,1.0094637223974765,2,False,0,0.0,8503,4291.735015772871,2024-09-30,30,504.73186119873816,f.500 - 600,0.0,4292.744479495268,0,8505,504.73186119873816,0.1450338119999999,577.935047066246,4914.181705204291,8503,460,f.500 - 600,False
Hafnir_P,430,522.058837890625,3665,23 6SG,G47B,False,2024-08-31,1913.3456408691409,2023,0.522058837890625,1,False,0,0.0,3664,1912.82358203125,2024-09-30,30,522.058837890625,f.500 - 600,0.0,1913.3456408691409,0,3665,522.058837890625,0.1450338119999999,597.7750212381924,2190.247677816737,3664,460,f.500 - 600,False
Hafnir_P,430,497.0238037109375,7153,23 6SG,G20,False,2024-08-31,3555.211267944336,2023,0.0,0,False,0,0.0,7153,3555.211267944336,2024-09-30,30,497.02380371093744,e.400 - 500,0.0,3555.211267944336,0,7153,497.02380371093744,0.1450338119999999,569.1090606178744,4070.837110599656,7153,460,f.500 - 600,False
Hafnir_P,430,474.8743591308594,7494,23 6SG,G07,False,2024-08-31,3558.70844732666,2023,0.0,0,False,0,0.0,7494,3558.70844732666,2024-09-30,30,474.8743591308594,e.400 - 500,0.0,3558.70844732666,0,7494,474.8743591308594,0.1450338119999999,543.7471976566649,4074.841499239047,7494,460,f.500 - 600,False
Hafnir_P,430,180.0,59,23 6SG,S10,False,2024-08-31,10.62,2023,0.0,0,False,0,0.0,0,0.0,2024-09-30,30,0.0,b.100 - 200,10.62,0.0,59,0,0.0,0.1450338119999999,0.0,0.0,0,460,b.100 - 200,False
Hafnir_P,430,469.9646643109541,7694,23 6SG,G31,False,2024-08-31,3615.90812720848,2023,0.0,0,False,0,0.0,7694,3615.90812720848,2024-09-30,30,469.9646643109541,e.400 - 500,0.0,3615.90812720848,0,7694,469.9646643109541,0.1450338119999999,538.125431081272,4140.337066739307,7694,460,f.500 - 600,False
Hafnir_P,430,508.4745762711864,7264,23 6SG,G37,False,2024-08-31,3693.5593220338974,2023,1.0169491525423728,2,False,0,0.0,7262,3692.542372881356,2024-09-30,30,508.4745762711864,f.500 - 600,0.0,3693.5593220338974,0,7264,508.4745762711864,0.1450338119999999,582.2205823728814,4228.085869191865,7262,460,f.500 - 600,False
