Fecha,Granja,Tanque,Gen,Lote,PesoMedio,Num,Biomasa,Edad,EdadMeses,Talla_100,Talla_500
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,351,1000,Optima,NA,bb.2700 - 2800,i.2500 - 3000
05 - optima,Oye_P,Optima,Optima,Optima,NA,80000,4000,Optima,NA,aa.0 - 100,a.0 - 300
05 - optima,Oye_P,Optima,Optima,Optima,NA,40000,6000,Optima,NA,ab.100 - 200,a.0 - 300
05 - optima,Oye_P,Optima,Optima,Optima,NA,28000,7000,Optima,NA,ac.200 - 300,a.0 - 300
05 - optima,Oye_P,Optima,Optima,Optima,NA,25714,9000,Optima,NA,ad.300 - 400,b.300 - 400
05 - optima,Oye_P,Optima,Optima,Optima,NA,20000,9000,Optima,NA,ae.400 - 500,c.400 - 600
05 - optima,Oye_P,Optima,Optima,Optima,NA,16364,9000,Optima,NA,af.500 - 600,c.400 - 600
05 - optima,Oye_P,Optima,Optima,Optima,NA,12308,8000,Optima,NA,ag.600 - 700,d.600 - 800
05 - optima,Oye_P,Optima,Optima,Optima,NA,10667,8000,Optima,NA,ah.700 - 800,d.600 - 800
05 - optima,Oye_P,Optima,Optima,Optima,NA,8235,7000,Optima,NA,ai.800 - 900,e.800 - 1000
05 - optima,Oye_P,Optima,Optima,Optima,NA,8421,8000,Optima,NA,aj.900 - 1000,e.800 - 1000
05 - optima,Oye_P,Optima,Optima,Optima,NA,7619,8000,Optima,NA,ak.1000 - 1100,f.1000 - 1500
05 - optima,Oye_P,Optima,Optima,Optima,NA,7826,9000,Optima,NA,al.1100 - 1200,f.1000 - 1500
05 - optima,Oye_P,Optima,Optima,Optima,NA,7200,9000,Optima,NA,am.1200 - 1300,f.1000 - 1500
05 - optima,Oye_P,Optima,Optima,Optima,NA,8889,12000,Optima,NA,an.1300 - 1400,f.1000 - 1500
05 - optima,Oye_P,Optima,Optima,Optima,NA,8276,12000,Optima,NA,ao.1400 - 1500,f.1000 - 1500
05 - optima,Oye_P,Optima,Optima,Optima,NA,6452,10000,Optima,NA,ap.1500 - 1600,g.1500 - 2000
05 - optima,Oye_P,Optima,Optima,Optima,NA,6061,10000,Optima,NA,aq.1600 - 1700,g.1500 - 2000
05 - optima,Oye_P,Optima,Optima,Optima,NA,6857,12000,Optima,NA,ar.1700 - 1800,g.1500 - 2000
05 - optima,Oye_P,Optima,Optima,Optima,NA,6486,12000,Optima,NA,as.1800 - 1900,g.1500 - 2000
05 - optima,Oye_P,Optima,Optima,Optima,NA,4103,8000,Optima,NA,at.1900 - 2000,g.1500 - 2000
05 - optima,Oye_P,Optima,Optima,Optima,NA,3721,8000,Optima,NA,au.2000 - 2100,h.2000 - 2500
05 - optima,Oye_P,Optima,Optima,Optima,NA,2222,5000,Optima,NA,av.2100 - 2200,h.2000 - 2500
05 - optima,Oye_P,Optima,Optima,Optima,NA,2128,5000,Optima,NA,aw.2200 - 2300,h.2000 - 2500
05 - optima,Oye_P,Optima,Optima,Optima,NA,2041,5000,Optima,NA,ax.2300 - 2400,h.2000 - 2500
05 - optima,Oye_P,Optima,Optima,Optima,NA,784,2000,Optima,NA,ay.2400 - 2500,h.2000 - 2500
05 - optima,Oye_P,Optima,Optima,Optima,NA,755,2000,Optima,NA,az.2500 - 2600,i.2500 - 3000
05 - optima,Oye_P,Optima,Optima,Optima,NA,1091,3000,Optima,NA,ba.2600 - 2700,i.2500 - 3000
05 - optima,Oye_P,Optima,Optima,Optima,NA,1053,3000,Optima,NA,bb.2700 - 2800,i.2500 - 3000
05 - optima,Oye_P,Optima,Optima,Optima,NA,1017,3000,Optima,NA,bc.2800 - 2900,i.2500 - 3000
05 - optima,Oye_P,Optima,Optima,Optima,NA,952,3000,Optima,NA,bd.2900 - 3000,i.2500 - 3000
05 - optima,Oye_P,Optima,Optima,Optima,NA,1231,4000,Optima,NA,be.3000 - 3100,j.3000
11 - optima,Oye_P,Optima,Optima,Optima,NA,80000,4000,Optima,NA,aa.0 - 100,a.0 - 300
11 - optima,Oye_P,Optima,Optima,Optima,NA,26667,4000,Optima,NA,ab.100 - 200,a.0 - 300
11 - optima,Oye_P,Optima,Optima,Optima,NA,20000,5000,Optima,NA,ac.200 - 300,a.0 - 300
11 - optima,Oye_P,Optima,Optima,Optima,NA,17143,6000,Optima,NA,ad.300 - 400,b.300 - 400
11 - optima,Oye_P,Optima,Optima,Optima,NA,13333,6000,Optima,NA,ae.400 - 500,c.400 - 600
11 - optima,Oye_P,Optima,Optima,Optima,NA,16364,9000,Optima,NA,af.500 - 600,c.400 - 600
11 - optima,Oye_P,Optima,Optima,Optima,NA,12308,8000,Optima,NA,ag.600 - 700,d.600 - 800
11 - optima,Oye_P,Optima,Optima,Optima,NA,12000,9000,Optima,NA,ah.700 - 800,d.600 - 800
11 - optima,Oye_P,Optima,Optima,Optima,NA,9412,8000,Optima,NA,ai.800 - 900,e.800 - 1000
11 - optima,Oye_P,Optima,Optima,Optima,NA,11579,11000,Optima,NA,aj.900 - 1000,e.800 - 1000
11 - optima,Oye_P,Optima,Optima,Optima,NA,10476,11000,Optima,NA,ak.1000 - 1100,f.1000 - 1500
11 - optima,Oye_P,Optima,Optima,Optima,NA,7826,9000,Optima,NA,al.1100 - 1200,f.1000 - 1500
11 - optima,Oye_P,Optima,Optima,Optima,NA,8000,10000,Optima,NA,am.1200 - 1300,f.1000 - 1500
11 - optima,Oye_P,Optima,Optima,Optima,NA,7407,10000,Optima,NA,an.1300 - 1400,f.1000 - 1500
11 - optima,Oye_P,Optima,Optima,Optima,NA,6897,10000,Optima,NA,ao.1400 - 1500,f.1000 - 1500
11 - optima,Oye_P,Optima,Optima,Optima,NA,7742,12000,Optima,NA,ap.1500 - 1600,g.1500 - 2000
11 - optima,Oye_P,Optima,Optima,Optima,NA,9697,16000,Optima,NA,aq.1600 - 1700,g.1500 - 2000
11 - optima,Oye_P,Optima,Optima,Optima,NA,6857,12000,Optima,NA,ar.1700 - 1800,g.1500 - 2000
11 - optima,Oye_P,Optima,Optima,Optima,NA,6486,12000,Optima,NA,as.1800 - 1900,g.1500 - 2000
11 - optima,Oye_P,Optima,Optima,Optima,NA,4103,8000,Optima,NA,at.1900 - 2000,g.1500 - 2000
11 - optima,Oye_P,Optima,Optima,Optima,NA,3721,8000,Optima,NA,au.2000 - 2100,h.2000 - 2500
11 - optima,Oye_P,Optima,Optima,Optima,NA,2222,5000,Optima,NA,av.2100 - 2200,h.2000 - 2500
11 - optima,Oye_P,Optima,Optima,Optima,NA,2128,5000,Optima,NA,aw.2200 - 2300,h.2000 - 2500
11 - optima,Oye_P,Optima,Optima,Optima,NA,2041,5000,Optima,NA,ax.2300 - 2400,h.2000 - 2500
11 - optima,Oye_P,Optima,Optima,Optima,NA,784,2000,Optima,NA,ay.2400 - 2500,h.2000 - 2500
11 - optima,Oye_P,Optima,Optima,Optima,NA,755,2000,Optima,NA,az.2500 - 2600,i.2500 - 3000
11 - optima,Oye_P,Optima,Optima,Optima,NA,1091,3000,Optima,NA,ba.2600 - 2700,i.2500 - 3000
11 - optima,Oye_P,Optima,Optima,Optima,NA,1053,3000,Optima,NA,bb.2700 - 2800,i.2500 - 3000
11 - optima,Oye_P,Optima,Optima,Optima,NA,1017,3000,Optima,NA,bc.2800 - 2900,i.2500 - 3000
11 - optima,Oye_P,Optima,Optima,Optima,NA,952,3000,Optima,NA,bd.2900 - 3000,i.2500 - 3000
11 - optima,Oye_P,Optima,Optima,Optima,NA,1846,6000,Optima,NA,be.3000 - 3100,j.3000
05 - optima,Mira,Optima,Optima,Optima,50,917030.5677,45851.52838,Optima,NA,aa.0 - 100,a.0 - 300
05 - optima,Mira,Optima,Optima,Optima,149.9998585,360019.7477,54002.91121,Optima,NA,ab.100 - 200,a.0 - 300
05 - optima,Mira,Optima,Optima,Optima,250,213973.7991,53493.44978,Optima,NA,ac.200 - 300,a.0 - 300
05 - optima,Mira,Optima,Optima,Optima,350.0005691,179039.0102,62663.75546,Optima,NA,ad.300 - 400,b.300 - 400
05 - optima,Mira,Optima,Optima,Optima,449.9996591,149442.1316,67248.9083,Optima,NA,ae.400 - 500,c.400 - 600
05 - optima,Mira,Optima,Optima,Optima,550.0003793,134312.4653,73871.90684,Optima,NA,af.500 - 600,c.400 - 600
05 - optima,Mira,Optima,Optima,Optima,650.001656,123054.2157,79985.44396,Optima,NA,ag.600 - 700,d.600 - 800
05 - optima,Mira,Optima,Optima,Optima,750.0010653,119553.4449,89665.21106,Optima,NA,ah.700 - 800,d.600 - 800
05 - optima,Mira,Optima,Optima,Optima,850.0043714,104888.5778,89155.74964,Optima,NA,ai.800 - 900,e.800 - 1000
05 - optima,Mira,Optima,Optima,Optima,950.0023234,98674.39286,93740.90247,Optima,NA,aj.900 - 1000,e.800 - 1000
05 - optima,Mira,Optima,Optima,Optima,1049.997289,103348.1562,108515.2838,Optima,NA,ak.1000 - 1100,f.1000 - 1500
05 - optima,Mira,Optima,Optima,Optima,1150.000867,88158.91082,101382.8239,Optima,NA,al.1100 - 1200,f.1000 - 1500
05 - optima,Mira,Optima,Optima,Optima,1250,74992.72198,93740.90247,Optima,NA,am.1200 - 1300,f.1000 - 1500
05 - optima,Mira,Optima,Optima,Optima,1349.997756,68116.99284,91957.78748,Optima,NA,an.1300 - 1400,f.1000 - 1500
05 - optima,Mira,Optima,Optima,Optima,1469.868652,63255.11481,92976.71033,Optima,NA,ao.1400 - 1500,f.1000 - 1500
05 - optima,Mira,Optima,Optima,Optima,1575.743844,48658.88893,76673.94469,Optima,NA,ap.1500 - 1600,g.1500 - 2000
05 - optima,Mira,Optima,Optima,Optima,1649.998096,40139.43144,66229.98544,Optima,NA,aq.1600 - 1700,g.1500 - 2000
05 - optima,Mira,Optima,Optima,Optima,1749.985232,34498.10772,60371.17904,Optima,NA,ar.1700 - 1800,g.1500 - 2000
05 - optima,Mira,Optima,Optima,Optima,1850.033151,27951.03145,51710.33479,Optima,NA,as.1800 - 1900,g.1500 - 2000
05 - optima,Mira,Optima,Optima,Optima,1949.979545,21293.09836,41521.10626,Optima,NA,at.1900 - 2000,g.1500 - 2000
05 - optima,Mira,Optima,Optima,Optima,2150.012542,17771.80655,38209.60699,Optima,NA,au.2000 - 2100,h.2000 - 2500
05 - optima,Mira,Optima,Optima,Optima,2249.989286,13698.91692,30822.4163,Optima,NA,av.2100 - 2200,h.2000 - 2500
05 - optima,Mira,Optima,Optima,Optima,2349.994471,10080.8562,23689.95633,Optima,NA,aw.2200 - 2300,h.2000 - 2500
05 - optima,Mira,Optima,Optima,Optima,2450.055001,5926.254982,14519.65066,Optima,NA,ax.2300 - 2400,h.2000 - 2500
05 - optima,Mira,Optima,Optima,Optima,2550.248132,4494.810506,11462.8821,Optima,NA,ay.2400 - 2500,h.2000 - 2500
05 - optima,Mira,Optima,Optima,Optima,2649.907561,4518.023081,11972.34352,Optima,NA,az.2500 - 2600,i.2500 - 3000
05 - optima,Mira,Optima,Optima,Optima,2749.945001,2686.304883,7387.190684,Optima,NA,ba.2600 - 2700,i.2500 - 3000
05 - optima,Mira,Optima,Optima,Optima,2849.842509,3754.133754,10698.68996,Optima,NA,bb.2700 - 2800,i.2500 - 3000
05 - optima,Mira,Optima,Optima,Optima,2949.9823,4662.895271,13755.45852,Optima,NA,bc.2800 - 2900,i.2500 - 3000
05 - optima,Mira,Optima,Optima,Optima,3150.145392,4528.337002,14264.91994,Optima,NA,bd.2900 - 3000,i.2500 - 3000
05 - optima,Mira,Optima,Optima,Optima,3249.756268,1567.691188,5094.614265,Optima,NA,be.3000 - 3100,j.3000
05 - optima,Mira,Optima,Optima,Optima,3350,2205.131548,7387.190684,Optima,NA,bf.3100 - 3200,j.3000
05 - optima,Mira,Optima,Optima,Optima,3450,2436.554648,8406.113537,Optima,NA,bg.3200 - 3300,j.3000
05 - optima,Mira,Optima,Optima,Optima,3550,3013.715481,10698.68996,Optima,NA,bh.3300 - 3400,j.3000
05 - optima,Mira,Optima,Optima,Optima,3650,5722.717393,20887.91849,Optima,NA,bi.3400 - 3500,j.3000
05 - optima,Mira,Optima,Optima,Optima,3750,6928.6754,25982.53275,Optima,NA,bj.3500 - 8000,j.3000
11 - optima,Mira,Optima,Optima,Optima,50,879776.848,43988.8424,Optima,NA,aa.0 - 100,a.0 - 300
11 - optima,Mira,Optima,Optima,Optima,149.9997681,342724.8441,51408.64714,Optima,NA,ab.100 - 200,a.0 - 300
11 - optima,Mira,Optima,Optima,Optima,250,224714.0865,56178.52162,Optima,NA,ac.200 - 300,a.0 - 300
11 - optima,Mira,Optima,Optima,Optima,350.0001422,186252.1658,65188.28452,Optima,NA,ad.300 - 400,b.300 - 400
11 - optima,Mira,Optima,Optima,Optima,450.0001642,161351.2506,72608.08926,Optima,NA,ae.400 - 500,c.400 - 600
11 - optima,Mira,Optima,Optima,Optima,550.0003643,145505.1654,80027.894,Optima,NA,af.500 - 600,c.400 - 600
11 - optima,Mira,Optima,Optima,Optima,649.9995925,130050.5053,84532.77545,Optima,NA,ag.600 - 700,d.600 - 800
11 - optima,Mira,Optima,Optima,Optima,750,126136.6806,94602.51046,Optima,NA,ah.700 - 800,d.600 - 800
11 - optima,Mira,Optima,Optima,Optima,850,109114.7756,92747.55927,Optima,NA,ai.800 - 900,e.800 - 1000
11 - optima,Mira,Optima,Optima,Optima,944.8105501,103213.7435,97517.43375,Optima,NA,aj.900 - 1000,e.800 - 1000
11 - optima,Mira,Optima,Optima,Optima,1033.84854,100476.2906,103877.2664,Optima,NA,ak.1000 - 1100,f.1000 - 1500
11 - optima,Mira,Optima,Optima,Optima,1143.815359,86646.32026,99107.39191,Optima,NA,al.1100 - 1200,f.1000 - 1500
11 - optima,Mira,Optima,Optima,Optima,1256.596306,80767.64882,101492.3291,Optima,NA,am.1200 - 1300,f.1000 - 1500
11 - optima,Mira,Optima,Optima,Optima,1308.197937,78493.31884,102684.7978,Optima,NA,an.1300 - 1400,f.1000 - 1500
11 - optima,Mira,Optima,Optima,Optima,1383.610747,66937.22419,92615.06276,Optima,NA,ao.1400 - 1500,f.1000 - 1500
11 - optima,Mira,Optima,Optima,Optima,1421.334453,71872.4657,102154.8117,Optima,NA,ap.1500 - 1600,g.1500 - 2000
11 - optima,Mira,Optima,Optima,Optima,1563.949641,64979.60228,101624.8257,Optima,NA,aq.1600 - 1700,g.1500 - 2000
11 - optima,Mira,Optima,Optima,Optima,1640.955508,51837.33568,85062.76151,Optima,NA,ar.1700 - 1800,g.1500 - 2000
11 - optima,Mira,Optima,Optima,Optima,1773.462341,43332.1734,76847.97768,Optima,NA,as.1800 - 1900,g.1500 - 2000
11 - optima,Mira,Optima,Optima,Optima,1871.983527,35389.33739,66248.25662,Optima,NA,at.1900 - 2000,g.1500 - 2000
11 - optima,Mira,Optima,Optima,Optima,1957.046264,21123.11441,41338.91213,Optima,NA,au.2000 - 2100,h.2000 - 2500
11 - optima,Mira,Optima,Optima,Optima,2028.730097,15935.65811,32329.14923,Optima,NA,av.2100 - 2200,h.2000 - 2500
11 - optima,Mira,Optima,Optima,Optima,2169.222426,12704.67907,27559.27476,Optima,NA,aw.2200 - 2300,h.2000 - 2500
11 - optima,Mira,Optima,Optima,Optima,2334.667429,9647.801213,22524.40725,Optima,NA,ax.2300 - 2400,h.2000 - 2500
11 - optima,Mira,Optima,Optima,Optima,2314.675922,7441.450684,17224.54672,Optima,NA,ay.2400 - 2500,h.2000 - 2500
11 - optima,Mira,Optima,Optima,Optima,2450.046227,5732.394046,14044.6304,Optima,NA,az.2500 - 2600,i.2500 - 3000
11 - optima,Mira,Optima,Optima,Optima,2633.062757,4730.108393,12454.67225,Optima,NA,ba.2600 - 2700,i.2500 - 3000
11 - optima,Mira,Optima,Optima,Optima,2707.168372,3915.427341,10599.72106,Optima,NA,bb.2700 - 2800,i.2500 - 3000
11 - optima,Mira,Optima,Optima,Optima,2790.495289,3513.620689,9804.74198,Optima,NA,bc.2800 - 2900,i.2500 - 3000
11 - optima,Mira,Optima,Optima,Optima,3150.171009,2944.207124,9274.755927,Optima,NA,bd.2900 - 3000,i.2500 - 3000
11 - optima,Mira,Optima,Optima,Optima,2913.994069,5274.408655,15369.59554,Optima,NA,be.3000 - 3100,j.3000
11 - optima,Mira,Optima,Optima,Optima,3350,3638.710215,12189.67922,Optima,NA,bf.3100 - 3200,j.3000
11 - optima,Mira,Optima,Optima,Optima,3450.000001,1075.33402,3709.902371,Optima,NA,bg.3200 - 3300,j.3000
11 - optima,Mira,Optima,Optima,Optima,3550,298.5836918,1059.972106,Optima,NA,bh.3300 - 3400,j.3000
11 - optima,Mira,Optima,Optima,Optima,0,0,0,Optima,NA,bi.3400 - 3500,j.3000
11 - optima,Mira,Optima,Optima,Optima,0,0,0,Optima,NA,bj.3500 - 8000,j.3000
05 - optima,SSF,Optima,Optima,Optima,NA,1800000,90000,Optima,NA,aa.0 - 100,a.0 - 300
05 - optima,SSF,Optima,Optima,Optima,NA,706667.3333,106000,Optima,NA,ab.100 - 200,a.0 - 300
05 - optima,SSF,Optima,Optima,Optima,NA,420000,105000,Optima,NA,ac.200 - 300,a.0 - 300
05 - optima,SSF,Optima,Optima,Optima,NA,351428,123000,Optima,NA,ad.300 - 400,b.300 - 400
05 - optima,SSF,Optima,Optima,Optima,NA,293333.5556,132000,Optima,NA,ae.400 - 500,c.400 - 600
05 - optima,SSF,Optima,Optima,Optima,NA,263636.1818,145000,Optima,NA,af.500 - 600,c.400 - 600
05 - optima,SSF,Optima,Optima,Optima,NA,241537.8462,157000,Optima,NA,ag.600 - 700,d.600 - 800
05 - optima,SSF,Optima,Optima,Optima,NA,234666.3334,176000,Optima,NA,ah.700 - 800,d.600 - 800
05 - optima,SSF,Optima,Optima,Optima,NA,205881.2941,175000,Optima,NA,ai.800 - 900,e.800 - 1000
05 - optima,SSF,Optima,Optima,Optima,NA,193683.7368,184000,Optima,NA,aj.900 - 1000,e.800 - 1000
05 - optima,SSF,Optima,Optima,Optima,NA,202857.6667,213000,Optima,NA,ak.1000 - 1100,f.1000 - 1500
05 - optima,SSF,Optima,Optima,Optima,NA,173043.3478,199000,Optima,NA,al.1100 - 1200,f.1000 - 1500
05 - optima,SSF,Optima,Optima,Optima,NA,147200,184000,Optima,NA,am.1200 - 1300,f.1000 - 1500
05 - optima,SSF,Optima,Optima,Optima,NA,133703.9259,180500,Optima,NA,an.1300 - 1400,f.1000 - 1500
05 - optima,SSF,Optima,Optima,Optima,NA,125861.5862,185000,Optima,NA,ao.1400 - 1500,f.1000 - 1500
05 - optima,SSF,Optima,Optima,Optima,NA,97097,153000,Optima,NA,ap.1500 - 1600,g.1500 - 2000
05 - optima,SSF,Optima,Optima,Optima,NA,78787.9697,130000,Optima,NA,aq.1600 - 1700,g.1500 - 2000
05 - optima,SSF,Optima,Optima,Optima,NA,67714.85714,118500,Optima,NA,ar.1700 - 1800,g.1500 - 2000
05 - optima,SSF,Optima,Optima,Optima,NA,46755.91892,86500,Optima,NA,as.1800 - 1900,g.1500 - 2000
05 - optima,SSF,Optima,Optima,Optima,NA,36667.05129,71500,Optima,NA,at.1900 - 2000,g.1500 - 2000
05 - optima,SSF,Optima,Optima,Optima,NA,27906.81395,60000,Optima,NA,au.2000 - 2100,h.2000 - 2500
05 - optima,SSF,Optima,Optima,Optima,NA,23333.44445,52500,Optima,NA,av.2100 - 2200,h.2000 - 2500
05 - optima,SSF,Optima,Optima,Optima,NA,18085.14894,42500,Optima,NA,aw.2200 - 2300,h.2000 - 2500
05 - optima,SSF,Optima,Optima,Optima,NA,9999.775511,24500,Optima,NA,ax.2300 - 2400,h.2000 - 2500
05 - optima,SSF,Optima,Optima,Optima,NA,7254.196079,18500,Optima,NA,ay.2400 - 2500,h.2000 - 2500
05 - optima,SSF,Optima,Optima,Optima,NA,8113.490567,21500,Optima,NA,az.2500 - 2600,i.2500 - 3000
05 - optima,SSF,Optima,Optima,Optima,NA,4545.545455,12500,Optima,NA,ba.2600 - 2700,i.2500 - 3000
05 - optima,SSF,Optima,Optima,Optima,NA,6667.035088,19000,Optima,NA,bb.2700 - 2800,i.2500 - 3000
05 - optima,SSF,Optima,Optima,Optima,NA,8474.627118,25000,Optima,NA,bc.2800 - 2900,i.2500 - 3000
05 - optima,SSF,Optima,Optima,Optima,NA,8253.587301,26000,Optima,NA,bd.2900 - 3000,i.2500 - 3000
05 - optima,SSF,Optima,Optima,Optima,NA,3077.153846,10000,Optima,NA,be.3000 - 3100,j.3000
05 - optima,SSF,Optima,Optima,Optima,NA,4328.358209,14500,Optima,NA,bf.3100 - 3200,j.3000
05 - optima,SSF,Optima,Optima,Optima,NA,4782.608695,16500,Optima,NA,bg.3200 - 3300,j.3000
05 - optima,SSF,Optima,Optima,Optima,NA,5915.492958,21000,Optima,NA,bh.3300 - 3400,j.3000
05 - optima,SSF,Optima,Optima,Optima,NA,11232.87671,41000,Optima,NA,bi.3400 - 3500,j.3000
05 - optima,SSF,Optima,Optima,Optima,NA,13600,51000,Optima,NA,bj.3500 - 8000,j.3000
11 - optima,SSF,Optima,Optima,Optima,NA,1660000,83000,Optima,NA,aa.0 - 100,a.0 - 300
11 - optima,SSF,Optima,Optima,Optima,NA,646667.6666,97000,Optima,NA,ab.100 - 200,a.0 - 300
11 - optima,SSF,Optima,Optima,Optima,NA,424000,106000,Optima,NA,ac.200 - 300,a.0 - 300
11 - optima,SSF,Optima,Optima,Optima,NA,351428.4286,123000,Optima,NA,ad.300 - 400,b.300 - 400
11 - optima,SSF,Optima,Optima,Optima,NA,304444.3333,137000,Optima,NA,ae.400 - 500,c.400 - 600
11 - optima,SSF,Optima,Optima,Optima,NA,274545.2727,151000,Optima,NA,af.500 - 600,c.400 - 600
11 - optima,SSF,Optima,Optima,Optima,NA,245384.7692,159500,Optima,NA,ag.600 - 700,d.600 - 800
11 - optima,SSF,Optima,Optima,Optima,NA,238000,178500,Optima,NA,ah.700 - 800,d.600 - 800
11 - optima,SSF,Optima,Optima,Optima,NA,205882.3529,175000,Optima,NA,ai.800 - 900,e.800 - 1000
11 - optima,SSF,Optima,Optima,Optima,NA,192631.2105,182000,Optima,NA,aj.900 - 1000,e.800 - 1000
11 - optima,SSF,Optima,Optima,Optima,NA,185713.8572,192000,Optima,NA,ak.1000 - 1100,f.1000 - 1500
11 - optima,SSF,Optima,Optima,Optima,NA,161739.3913,185000,Optima,NA,al.1100 - 1200,f.1000 - 1500
11 - optima,SSF,Optima,Optima,Optima,NA,151600,190500,Optima,NA,am.1200 - 1300,f.1000 - 1500
11 - optima,SSF,Optima,Optima,Optima,NA,143518.037,187750,Optima,NA,an.1300 - 1400,f.1000 - 1500
11 - optima,SSF,Optima,Optima,Optima,NA,120518,166750,Optima,NA,ao.1400 - 1500,f.1000 - 1500
11 - optima,SSF,Optima,Optima,Optima,NA,124354.9677,176750,Optima,NA,ap.1500 - 1600,g.1500 - 2000
11 - optima,SSF,Optima,Optima,Optima,NA,116212.1818,181750,Optima,NA,aq.1600 - 1700,g.1500 - 2000
11 - optima,SSF,Optima,Optima,Optima,NA,91714.85715,150500,Optima,NA,ar.1700 - 1800,g.1500 - 2000
11 - optima,SSF,Optima,Optima,Optima,NA,78377.75676,139000,Optima,NA,as.1800 - 1900,g.1500 - 2000
11 - optima,SSF,Optima,Optima,Optima,NA,64103.1282,120000,Optima,NA,at.1900 - 2000,g.1500 - 2000
11 - optima,SSF,Optima,Optima,Optima,NA,36279.16279,71000,Optima,NA,au.2000 - 2100,h.2000 - 2500
11 - optima,SSF,Optima,Optima,Optima,NA,27110.55556,55000,Optima,NA,av.2100 - 2200,h.2000 - 2500
11 - optima,SSF,Optima,Optima,Optima,NA,22127.74468,48000,Optima,NA,aw.2200 - 2300,h.2000 - 2500
11 - optima,SSF,Optima,Optima,Optima,NA,17347.22449,40500,Optima,NA,ax.2300 - 2400,h.2000 - 2500
11 - optima,SSF,Optima,Optima,Optima,NA,12744.76471,29500,Optima,NA,ay.2400 - 2500,h.2000 - 2500
11 - optima,SSF,Optima,Optima,Optima,NA,9999.81132,24500,Optima,NA,az.2500 - 2600,i.2500 - 3000
11 - optima,SSF,Optima,Optima,Optima,NA,8545.181819,22500,Optima,NA,ba.2600 - 2700,i.2500 - 3000
11 - optima,SSF,Optima,Optima,Optima,NA,7018.403509,19000,Optima,NA,bb.2700 - 2800,i.2500 - 3000
11 - optima,SSF,Optima,Optima,Optima,NA,6271.288136,17500,Optima,NA,bc.2800 - 2900,i.2500 - 3000
11 - optima,SSF,Optima,Optima,Optima,NA,5555.253969,17500,Optima,NA,bd.2900 - 3000,i.2500 - 3000
11 - optima,SSF,Optima,Optima,Optima,NA,8922.461538,26000,Optima,NA,be.3000 - 3100,j.3000
11 - optima,SSF,Optima,Optima,Optima,NA,5373.134328,18000,Optima,NA,bf.3100 - 3200,j.3000
11 - optima,SSF,Optima,Optima,Optima,NA,2028.985507,7000,Optima,NA,bg.3200 - 3300,j.3000
11 - optima,SSF,Optima,Optima,Optima,NA,563.3802817,2000,Optima,NA,bh.3300 - 3400,j.3000
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,3520000,176000,Optima,NA,aa.0 - 100,a.0 - 300
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,1373334.667,206000,Optima,NA,ab.100 - 200,a.0 - 300
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,812000,203000,Optima,NA,ac.200 - 300,a.0 - 300
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,677142,237000,Optima,NA,ad.300 - 400,b.300 - 400
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,566667.1111,255000,Optima,NA,ae.400 - 500,c.400 - 600
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,510908.3636,281000,Optima,NA,af.500 - 600,c.400 - 600
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,470767.6923,306000,Optima,NA,ag.600 - 700,d.600 - 800
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,458665.6667,344000,Optima,NA,ah.700 - 800,d.600 - 800
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,403527.5882,343000,Optima,NA,ai.800 - 900,e.800 - 1000
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,378946.4737,360000,Optima,NA,aj.900 - 1000,e.800 - 1000
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,398096.3333,418000,Optima,NA,ak.1000 - 1100,f.1000 - 1500
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,338260.6956,389000,Optima,NA,al.1100 - 1200,f.1000 - 1500
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,287200,359000,Optima,NA,am.1200 - 1300,f.1000 - 1500
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,258518.8519,349000,Optima,NA,an.1300 - 1400,f.1000 - 1500
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,243447.1724,358000,Optima,NA,ao.1400 - 1500,f.1000 - 1500
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,187742,296000,Optima,NA,ap.1500 - 1600,g.1500 - 2000
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,151514.9394,250000,Optima,NA,aq.1600 - 1700,g.1500 - 2000
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,128572.7143,225000,Optima,NA,ar.1700 - 1800,g.1500 - 2000
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,87025.83783,161000,Optima,NA,as.1800 - 1900,g.1500 - 2000
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,69231.10257,135000,Optima,NA,at.1900 - 2000,g.1500 - 2000
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,52092.62791,112000,Optima,NA,au.2000 - 2100,h.2000 - 2500
