Fecha,Granja,Tanque,Gen,Lote,PesoMedio,Num,Biomasa,Edad,EdadMeses,Talla_100,Talla_500
05 - optima,Couso_P,Optima,Optima,Optima,NA,5128.205128,10000,Optima,NA,at.1900 - 2000,g.1500 - 2000
05 - optima,Couso_P,Optima,Optima,Optima,NA,4651.162791,10000,Optima,NA,au.2000 - 2100,h.2000 - 2500
05 - optima,Couso_P,Optima,Optima,Optima,NA,4444.444444,10000,Optima,NA,av.2100 - 2200,h.2000 - 2500
05 - optima,Couso_P,Optima,Optima,Optima,NA,2127.659574,5000,Optima,NA,aw.2200 - 2300,h.2000 - 2500
11 - optima,Couso_P,Optima,Optima,Optima,NA,80000,4000,Optima,NA,aa.0 - 100,a.0 - 300
11 - optima,Couso_P,Optima,Optima,Optima,NA,26666.66667,4000,Optima,NA,ab.100 - 200,a.0 - 300
11 - optima,Couso_P,Optima,Optima,Optima,NA,20000,5000,Optima,NA,ac.200 - 300,a.0 - 300
11 - optima,Couso_P,Optima,Optima,Optima,NA,17142.85714,6000,Optima,NA,ad.300 - 400,b.300 - 400
11 - optima,Couso_P,Optima,Optima,Optima,NA,13333.33333,6000,Optima,NA,ae.400 - 500,c.400 - 600
11 - optima,Couso_P,Optima,Optima,Optima,NA,16363.63636,9000,Optima,NA,af.500 - 600,c.400 - 600
11 - optima,Couso_P,Optima,Optima,Optima,NA,12307.69231,8000,Optima,NA,ag.600 - 700,d.600 - 800
11 - optima,Couso_P,Optima,Optima,Optima,NA,12000,9000,Optima,NA,ah.700 - 800,d.600 - 800
11 - optima,Couso_P,Optima,Optima,Optima,NA,9411.764706,8000,Optima,NA,ai.800 - 900,e.800 - 1000
11 - optima,Couso_P,Optima,Optima,Optima,NA,11578.94737,11000,Optima,NA,aj.900 - 1000,e.800 - 1000
11 - optima,Couso_P,Optima,Optima,Optima,NA,10476.19048,11000,Optima,NA,ak.1000 - 1100,f.1000 - 1500
11 - optima,Couso_P,Optima,Optima,Optima,NA,7826.086957,9000,Optima,NA,al.1100 - 1200,f.1000 - 1500
11 - optima,Couso_P,Optima,Optima,Optima,NA,8000,10000,Optima,NA,am.1200 - 1300,f.1000 - 1500
11 - optima,Couso_P,Optima,Optima,Optima,NA,7407.407407,10000,Optima,NA,an.1300 - 1400,f.1000 - 1500
11 - optima,Couso_P,Optima,Optima,Optima,NA,6896.551724,10000,Optima,NA,ao.1400 - 1500,f.1000 - 1500
11 - optima,Couso_P,Optima,Optima,Optima,NA,7741.935484,12000,Optima,NA,ap.1500 - 1600,g.1500 - 2000
11 - optima,Couso_P,Optima,Optima,Optima,NA,9696.969697,16000,Optima,NA,aq.1600 - 1700,g.1500 - 2000
11 - optima,Couso_P,Optima,Optima,Optima,NA,6857.142857,12000,Optima,NA,ar.1700 - 1800,g.1500 - 2000
11 - optima,Couso_P,Optima,Optima,Optima,NA,6486.486486,12000,Optima,NA,as.1800 - 1900,g.1500 - 2000
11 - optima,Couso_P,Optima,Optima,Optima,NA,4102.564103,8000,Optima,NA,at.1900 - 2000,g.1500 - 2000
11 - optima,Couso_P,Optima,Optima,Optima,NA,3720.930233,8000,Optima,NA,au.2000 - 2100,h.2000 - 2500
11 - optima,Couso_P,Optima,Optima,Optima,NA,2222.222222,5000,Optima,NA,av.2100 - 2200,h.2000 - 2500
11 - optima,Couso_P,Optima,Optima,Optima,NA,2127.659574,5000,Optima,NA,aw.2200 - 2300,h.2000 - 2500
11 - optima,Couso_P,Optima,Optima,Optima,NA,2040.816327,5000,Optima,NA,ax.2300 - 2400,h.2000 - 2500
11 - optima,Couso_P,Optima,Optima,Optima,NA,784.3137255,2000,Optima,NA,ay.2400 - 2500,h.2000 - 2500
11 - optima,Couso_P,Optima,Optima,Optima,NA,754.7169811,2000,Optima,NA,az.2500 - 2600,i.2500 - 3000
11 - optima,Couso_P,Optima,Optima,Optima,NA,1090.909091,3000,Optima,NA,ba.2600 - 2700,i.2500 - 3000
05 - optima,Merexo_P,Optima,Optima,Optima,NA,80000,4000,Optima,NA,aa.0 - 100,a.0 - 300
05 - optima,Merexo_P,Optima,Optima,Optima,NA,60000,9000,Optima,NA,ab.100 - 200,a.0 - 300
05 - optima,Merexo_P,Optima,Optima,Optima,NA,28000,7000,Optima,NA,ac.200 - 300,a.0 - 300
05 - optima,Merexo_P,Optima,Optima,Optima,NA,28571.42857,10000,Optima,NA,ad.300 - 400,b.300 - 400
05 - optima,Merexo_P,Optima,Optima,Optima,NA,20000,9000,Optima,NA,ae.400 - 500,c.400 - 600
05 - optima,Merexo_P,Optima,Optima,Optima,NA,14545.45455,8000,Optima,NA,af.500 - 600,c.400 - 600
05 - optima,Merexo_P,Optima,Optima,Optima,NA,12307.69231,8000,Optima,NA,ag.600 - 700,d.600 - 800
05 - optima,Merexo_P,Optima,Optima,Optima,NA,10666.66667,8000,Optima,NA,ah.700 - 800,d.600 - 800
05 - optima,Merexo_P,Optima,Optima,Optima,NA,9411.764706,8000,Optima,NA,ai.800 - 900,e.800 - 1000
05 - optima,Merexo_P,Optima,Optima,Optima,NA,9473.684211,9000,Optima,NA,aj.900 - 1000,e.800 - 1000
05 - optima,Merexo_P,Optima,Optima,Optima,NA,7619.047619,8000,Optima,NA,ak.1000 - 1100,f.1000 - 1500
05 - optima,Merexo_P,Optima,Optima,Optima,NA,6956.521739,8000,Optima,NA,al.1100 - 1200,f.1000 - 1500
05 - optima,Merexo_P,Optima,Optima,Optima,NA,6400,8000,Optima,NA,am.1200 - 1300,f.1000 - 1500
05 - optima,Merexo_P,Optima,Optima,Optima,NA,7407.407407,10000,Optima,NA,an.1300 - 1400,f.1000 - 1500
05 - optima,Merexo_P,Optima,Optima,Optima,NA,7586.206897,11000,Optima,NA,ao.1400 - 1500,f.1000 - 1500
05 - optima,Merexo_P,Optima,Optima,Optima,NA,7741.935484,12000,Optima,NA,ap.1500 - 1600,g.1500 - 2000
05 - optima,Merexo_P,Optima,Optima,Optima,NA,7272.727273,12000,Optima,NA,aq.1600 - 1700,g.1500 - 2000
05 - optima,Merexo_P,Optima,Optima,Optima,NA,6857.142857,12000,Optima,NA,ar.1700 - 1800,g.1500 - 2000
05 - optima,Merexo_P,Optima,Optima,Optima,NA,5405.405405,10000,Optima,NA,as.1800 - 1900,g.1500 - 2000
05 - optima,Merexo_P,Optima,Optima,Optima,NA,4615.384615,9000,Optima,NA,at.1900 - 2000,g.1500 - 2000
05 - optima,Merexo_P,Optima,Optima,Optima,NA,3255.813953,7000,Optima,NA,au.2000 - 2100,h.2000 - 2500
05 - optima,Merexo_P,Optima,Optima,Optima,NA,2222.222222,5000,Optima,NA,av.2100 - 2200,h.2000 - 2500
05 - optima,Merexo_P,Optima,Optima,Optima,NA,1276.595745,3000,Optima,NA,aw.2200 - 2300,h.2000 - 2500
05 - optima,Merexo_P,Optima,Optima,Optima,NA,1224.489796,3000,Optima,NA,ax.2300 - 2400,h.2000 - 2500
05 - optima,Merexo_P,Optima,Optima,Optima,NA,784.3137255,2000,Optima,NA,ay.2400 - 2500,h.2000 - 2500
05 - optima,Merexo_P,Optima,Optima,Optima,NA,1886.792453,5000,Optima,NA,az.2500 - 2600,i.2500 - 3000
11 - optima,Merexo_P,Optima,Optima,Optima,NA,80000,4000,Optima,NA,aa.0 - 100,a.0 - 300
11 - optima,Merexo_P,Optima,Optima,Optima,NA,40000,6000,Optima,NA,ab.100 - 200,a.0 - 300
11 - optima,Merexo_P,Optima,Optima,Optima,NA,28000,7000,Optima,NA,ac.200 - 300,a.0 - 300
11 - optima,Merexo_P,Optima,Optima,Optima,NA,20000,7000,Optima,NA,ad.300 - 400,b.300 - 400
11 - optima,Merexo_P,Optima,Optima,Optima,NA,15555.55556,7000,Optima,NA,ae.400 - 500,c.400 - 600
11 - optima,Merexo_P,Optima,Optima,Optima,NA,14545.45455,8000,Optima,NA,af.500 - 600,c.400 - 600
11 - optima,Merexo_P,Optima,Optima,Optima,NA,12307.69231,8000,Optima,NA,ag.600 - 700,d.600 - 800
11 - optima,Merexo_P,Optima,Optima,Optima,NA,12000,9000,Optima,NA,ah.700 - 800,d.600 - 800
11 - optima,Merexo_P,Optima,Optima,Optima,NA,10588.23529,9000,Optima,NA,ai.800 - 900,e.800 - 1000
11 - optima,Merexo_P,Optima,Optima,Optima,NA,10526.31579,10000,Optima,NA,aj.900 - 1000,e.800 - 1000
11 - optima,Merexo_P,Optima,Optima,Optima,NA,9523.809524,10000,Optima,NA,ak.1000 - 1100,f.1000 - 1500
11 - optima,Merexo_P,Optima,Optima,Optima,NA,8695.652174,10000,Optima,NA,al.1100 - 1200,f.1000 - 1500
11 - optima,Merexo_P,Optima,Optima,Optima,NA,9600,12000,Optima,NA,am.1200 - 1300,f.1000 - 1500
11 - optima,Merexo_P,Optima,Optima,Optima,NA,8888.888889,12000,Optima,NA,an.1300 - 1400,f.1000 - 1500
11 - optima,Merexo_P,Optima,Optima,Optima,NA,8965.517241,13000,Optima,NA,ao.1400 - 1500,f.1000 - 1500
11 - optima,Merexo_P,Optima,Optima,Optima,NA,9677.419355,15000,Optima,NA,ap.1500 - 1600,g.1500 - 2000
11 - optima,Merexo_P,Optima,Optima,Optima,NA,9090.909091,15000,Optima,NA,aq.1600 - 1700,g.1500 - 2000
11 - optima,Merexo_P,Optima,Optima,Optima,NA,7428.571429,13000,Optima,NA,ar.1700 - 1800,g.1500 - 2000
11 - optima,Merexo_P,Optima,Optima,Optima,NA,7027.027027,13000,Optima,NA,as.1800 - 1900,g.1500 - 2000
11 - optima,Merexo_P,Optima,Optima,Optima,NA,5128.205128,10000,Optima,NA,at.1900 - 2000,g.1500 - 2000
11 - optima,Merexo_P,Optima,Optima,Optima,NA,1860.465116,4000,Optima,NA,au.2000 - 2100,h.2000 - 2500
11 - optima,Merexo_P,Optima,Optima,Optima,NA,1777.777778,4000,Optima,NA,av.2100 - 2200,h.2000 - 2500
11 - optima,Merexo_P,Optima,Optima,Optima,NA,1276.595745,3000,Optima,NA,aw.2200 - 2300,h.2000 - 2500
11 - optima,Merexo_P,Optima,Optima,Optima,NA,1224.489796,3000,Optima,NA,ax.2300 - 2400,h.2000 - 2500
11 - optima,Merexo_P,Optima,Optima,Optima,NA,784.3137255,2000,Optima,NA,ay.2400 - 2500,h.2000 - 2500
11 - optima,Merexo_P,Optima,Optima,Optima,NA,754.7169811,2000,Optima,NA,az.2500 - 2600,i.2500 - 3000
11 - optima,Merexo_P,Optima,Optima,Optima,NA,727.2727273,2000,Optima,NA,ba.2600 - 2700,i.2500 - 3000
11 - optima,Merexo_P,Optima,Optima,Optima,NA,701.754386,2000,Optima,NA,bb.2700 - 2800,i.2500 - 3000
05 - optima,Tocha_P,Optima,Optima,Optima,NA,1.00E+05,5000,Optima,NA,aa.0 - 100,a.0 - 300
05 - optima,Tocha_P,Optima,Optima,Optima,NA,46666.66667,7000,Optima,NA,ab.100 - 200,a.0 - 300
05 - optima,Tocha_P,Optima,Optima,Optima,NA,32000,8000,Optima,NA,ac.200 - 300,a.0 - 300
05 - optima,Tocha_P,Optima,Optima,Optima,NA,31428.57143,11000,Optima,NA,ad.300 - 400,b.300 - 400
05 - optima,Tocha_P,Optima,Optima,Optima,NA,24444.44444,11000,Optima,NA,ae.400 - 500,c.400 - 600
05 - optima,Tocha_P,Optima,Optima,Optima,NA,21818.18182,12000,Optima,NA,af.500 - 600,c.400 - 600
05 - optima,Tocha_P,Optima,Optima,Optima,NA,18461.53846,12000,Optima,NA,ag.600 - 700,d.600 - 800
05 - optima,Tocha_P,Optima,Optima,Optima,NA,16000,12000,Optima,NA,ah.700 - 800,d.600 - 800
05 - optima,Tocha_P,Optima,Optima,Optima,NA,12941.17647,11000,Optima,NA,ai.800 - 900,e.800 - 1000
05 - optima,Tocha_P,Optima,Optima,Optima,NA,11578.94737,11000,Optima,NA,aj.900 - 1000,e.800 - 1000
05 - optima,Tocha_P,Optima,Optima,Optima,NA,11428.57143,12000,Optima,NA,ak.1000 - 1100,f.1000 - 1500
05 - optima,Tocha_P,Optima,Optima,Optima,NA,8695.652174,10000,Optima,NA,al.1100 - 1200,f.1000 - 1500
05 - optima,Tocha_P,Optima,Optima,Optima,NA,6400,8000,Optima,NA,am.1200 - 1300,f.1000 - 1500
05 - optima,Tocha_P,Optima,Optima,Optima,NA,4444.444444,6000,Optima,NA,an.1300 - 1400,f.1000 - 1500
05 - optima,Tocha_P,Optima,Optima,Optima,NA,2758.62069,4000,Optima,NA,ao.1400 - 1500,f.1000 - 1500
05 - optima,Tocha_P,Optima,Optima,Optima,NA,1935.483871,3000,Optima,NA,ap.1500 - 1600,g.1500 - 2000
05 - optima,Tocha_P,Optima,Optima,Optima,NA,1212.121212,2000,Optima,NA,aq.1600 - 1700,g.1500 - 2000
05 - optima,Tocha_P,Optima,Optima,Optima,NA,1142.857143,2000,Optima,NA,ar.1700 - 1800,g.1500 - 2000
05 - optima,Tocha_P,Optima,Optima,Optima,NA,1081.081081,2000,Optima,NA,as.1800 - 1900,g.1500 - 2000
05 - optima,Tocha_P,Optima,Optima,Optima,NA,512.8205128,1000,Optima,NA,at.1900 - 2000,g.1500 - 2000
11 - optima,Tocha_P,Optima,Optima,Optima,NA,1.00E+05,5000,Optima,NA,aa.0 - 100,a.0 - 300
11 - optima,Tocha_P,Optima,Optima,Optima,NA,46666.66667,7000,Optima,NA,ab.100 - 200,a.0 - 300
11 - optima,Tocha_P,Optima,Optima,Optima,NA,32000,8000,Optima,NA,ac.200 - 300,a.0 - 300
11 - optima,Tocha_P,Optima,Optima,Optima,NA,28571.42857,10000,Optima,NA,ad.300 - 400,b.300 - 400
11 - optima,Tocha_P,Optima,Optima,Optima,NA,22222.22222,10000,Optima,NA,ae.400 - 500,c.400 - 600
11 - optima,Tocha_P,Optima,Optima,Optima,NA,21818.18182,12000,Optima,NA,af.500 - 600,c.400 - 600
11 - optima,Tocha_P,Optima,Optima,Optima,NA,16923.07692,11000,Optima,NA,ag.600 - 700,d.600 - 800
11 - optima,Tocha_P,Optima,Optima,Optima,NA,13333.33333,10000,Optima,NA,ah.700 - 800,d.600 - 800
11 - optima,Tocha_P,Optima,Optima,Optima,NA,12941.17647,11000,Optima,NA,ai.800 - 900,e.800 - 1000
11 - optima,Tocha_P,Optima,Optima,Optima,NA,11578.94737,12000,Optima,NA,aj.900 - 1000,e.800 - 1000
11 - optima,Tocha_P,Optima,Optima,Optima,NA,11428.57143,13000,Optima,NA,ak.1000 - 1100,f.1000 - 1500
11 - optima,Tocha_P,Optima,Optima,Optima,NA,10434.78261,13000,Optima,NA,al.1100 - 1200,f.1000 - 1500
11 - optima,Tocha_P,Optima,Optima,Optima,NA,7200,11000,Optima,NA,am.1200 - 1300,f.1000 - 1500
11 - optima,Tocha_P,Optima,Optima,Optima,NA,5185.185185,7000,Optima,NA,an.1300 - 1400,f.1000 - 1500
11 - optima,Tocha_P,Optima,Optima,Optima,NA,3448.275862,5000,Optima,NA,ao.1400 - 1500,f.1000 - 1500
11 - optima,Tocha_P,Optima,Optima,Optima,NA,3225.806452,5000,Optima,NA,ap.1500 - 1600,g.1500 - 2000
11 - optima,Tocha_P,Optima,Optima,Optima,NA,1818.181818,3000,Optima,NA,aq.1600 - 1700,g.1500 - 2000
11 - optima,Tocha_P,Optima,Optima,Optima,NA,1714.285714,3000,Optima,NA,ar.1700 - 1800,g.1500 - 2000
11 - optima,Tocha_P,Optima,Optima,Optima,NA,1081.081081,2000,Optima,NA,as.1800 - 1900,g.1500 - 2000
11 - optima,Tocha_P,Optima,Optima,Optima,NA,1025.641026,2000,Optima,NA,at.1900 - 2000,g.1500 - 2000
05 - optima,Cervo_P,Optima,Optima,Optima,NA,420000,21000,Optima,NA,aa.0 - 100,a.0 - 300
05 - optima,Cervo_P,Optima,Optima,Optima,NA,146667,22000,Optima,NA,ab.100 - 200,a.0 - 300
05 - optima,Cervo_P,Optima,Optima,Optima,NA,80000,20000,Optima,NA,ac.200 - 300,a.0 - 300
05 - optima,Cervo_P,Optima,Optima,Optima,NA,62857,22000,Optima,NA,ad.300 - 400,b.300 - 400
05 - optima,Cervo_P,Optima,Optima,Optima,NA,55556,25000,Optima,NA,ae.400 - 500,c.400 - 600
05 - optima,Cervo_P,Optima,Optima,Optima,NA,63636,35000,Optima,NA,af.500 - 600,c.400 - 600
05 - optima,Cervo_P,Optima,Optima,Optima,NA,61538,40000,Optima,NA,ag.600 - 700,d.600 - 800
05 - optima,Cervo_P,Optima,Optima,Optima,NA,73333,55000,Optima,NA,ah.700 - 800,d.600 - 800
05 - optima,Cervo_P,Optima,Optima,Optima,NA,68235,58000,Optima,NA,ai.800 - 900,e.800 - 1000
05 - optima,Cervo_P,Optima,Optima,Optima,NA,65263,62000,Optima,NA,aj.900 - 1000,e.800 - 1000
05 - optima,Cervo_P,Optima,Optima,Optima,NA,66667,70000,Optima,NA,ak.1000 - 1100,f.1000 - 1500
05 - optima,Cervo_P,Optima,Optima,Optima,NA,52174,60000,Optima,NA,al.1100 - 1200,f.1000 - 1500
05 - optima,Cervo_P,Optima,Optima,Optima,NA,44000,55000,Optima,NA,am.1200 - 1300,f.1000 - 1500
05 - optima,Cervo_P,Optima,Optima,Optima,NA,37037,50000,Optima,NA,an.1300 - 1400,f.1000 - 1500
05 - optima,Cervo_P,Optima,Optima,Optima,NA,31034,47500,Optima,NA,ao.1400 - 1500,f.1000 - 1500
05 - optima,Cervo_P,Optima,Optima,Optima,NA,29032,47500,Optima,NA,ap.1500 - 1600,g.1500 - 2000
05 - optima,Cervo_P,Optima,Optima,Optima,NA,21212,35000,Optima,NA,aq.1600 - 1700,g.1500 - 2000
05 - optima,Cervo_P,Optima,Optima,Optima,NA,14286,25000,Optima,NA,ar.1700 - 1800,g.1500 - 2000
11 - optima,Cervo_P,Optima,Optima,Optima,NA,420000,21000,Optima,NA,aa.0 - 100,a.0 - 300
11 - optima,Cervo_P,Optima,Optima,Optima,NA,146667,22000,Optima,NA,ab.100 - 200,a.0 - 300
11 - optima,Cervo_P,Optima,Optima,Optima,NA,80000,20000,Optima,NA,ac.200 - 300,a.0 - 300
11 - optima,Cervo_P,Optima,Optima,Optima,NA,62857,22000,Optima,NA,ad.300 - 400,b.300 - 400
11 - optima,Cervo_P,Optima,Optima,Optima,NA,55556,25000,Optima,NA,ae.400 - 500,c.400 - 600
11 - optima,Cervo_P,Optima,Optima,Optima,NA,63636,35000,Optima,NA,af.500 - 600,c.400 - 600
11 - optima,Cervo_P,Optima,Optima,Optima,NA,61538,40000,Optima,NA,ag.600 - 700,d.600 - 800
11 - optima,Cervo_P,Optima,Optima,Optima,NA,80000,60000,Optima,NA,ah.700 - 800,d.600 - 800
11 - optima,Cervo_P,Optima,Optima,Optima,NA,68235,58000,Optima,NA,ai.800 - 900,e.800 - 1000
11 - optima,Cervo_P,Optima,Optima,Optima,NA,65263,60000,Optima,NA,aj.900 - 1000,e.800 - 1000
11 - optima,Cervo_P,Optima,Optima,Optima,NA,56190,55000,Optima,NA,ak.1000 - 1100,f.1000 - 1500
11 - optima,Cervo_P,Optima,Optima,Optima,NA,46957,52000,Optima,NA,al.1100 - 1200,f.1000 - 1500
11 - optima,Cervo_P,Optima,Optima,Optima,NA,40800,50000,Optima,NA,am.1200 - 1300,f.1000 - 1500
11 - optima,Cervo_P,Optima,Optima,Optima,NA,37037,44000,Optima,NA,an.1300 - 1400,f.1000 - 1500
11 - optima,Cervo_P,Optima,Optima,Optima,NA,31724,38000,Optima,NA,ao.1400 - 1500,f.1000 - 1500
11 - optima,Cervo_P,Optima,Optima,Optima,NA,30968,32000,Optima,NA,ap.1500 - 1600,g.1500 - 2000
11 - optima,Cervo_P,Optima,Optima,Optima,NA,23030,28000,Optima,NA,aq.1600 - 1700,g.1500 - 2000
11 - optima,Cervo_P,Optima,Optima,Optima,NA,18286,22000,Optima,NA,ar.1700 - 1800,g.1500 - 2000
11 - optima,Cervo_P,Optima,Optima,Optima,NA,14054,20000,Optima,NA,as.1800 - 1900,g.1500 - 2000
11 - optima,Cervo_P,Optima,Optima,Optima,NA,10769,16000,Optima,NA,at.1900 - 2000,g.1500 - 2000
11 - optima,Cervo_P,Optima,Optima,Optima,NA,6977,8000,Optima,NA,au.2000 - 2100,h.2000 - 2500
11 - optima,Cervo_P,Optima,Optima,Optima,NA,4444,4000,Optima,NA,av.2100 - 2200,h.2000 - 2500
11 - optima,Cervo_P,Optima,Optima,Optima,NA,2553,2000,Optima,NA,aw.2200 - 2300,h.2000 - 2500
11 - optima,Cervo_P,Optima,Optima,Optima,NA,1633,2000,Optima,NA,ax.2300 - 2400,h.2000 - 2500
11 - optima,Cervo_P,Optima,Optima,Optima,NA,1961,2000,Optima,NA,ay.2400 - 2500,h.2000 - 2500
11 - optima,Cervo_P,Optima,Optima,Optima,NA,1509,2000,Optima,NA,az.2500 - 2600,i.2500 - 3000
11 - optima,Cervo_P,Optima,Optima,Optima,NA,1091,2000,Optima,NA,ba.2600 - 2700,i.2500 - 3000
11 - optima,Cervo_P,Optima,Optima,Optima,NA,1053,2000,Optima,NA,bb.2700 - 2800,i.2500 - 3000
11 - optima,Cervo_P,Optima,Optima,Optima,NA,1017,2000,Optima,NA,bc.2800 - 2900,i.2500 - 3000
11 - optima,Cervo_P,Optima,Optima,Optima,NA,635,2000,Optima,NA,bd.2900 - 3000,i.2500 - 3000
11 - optima,Cervo_P,Optima,Optima,Optima,NA,1538,2000,Optima,NA,be.3000 - 3100,j.3000
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,20000,1000,Optima,NA,aa.0 - 100,a.0 - 300
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,6667,1000,Optima,NA,ab.100 - 200,a.0 - 300
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,4000,1000,Optima,NA,ac.200 - 300,a.0 - 300
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,2857,1000,Optima,NA,ad.300 - 400,b.300 - 400
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,2222,1000,Optima,NA,ae.400 - 500,c.400 - 600
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,1818,1000,Optima,NA,af.500 - 600,c.400 - 600
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,1538,1000,Optima,NA,ag.600 - 700,d.600 - 800
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,1333,1000,Optima,NA,ah.700 - 800,d.600 - 800
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,1176,1000,Optima,NA,ai.800 - 900,e.800 - 1000
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,2105,2000,Optima,NA,aj.900 - 1000,e.800 - 1000
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,1905,2000,Optima,NA,ak.1000 - 1100,f.1000 - 1500
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,1739,2000,Optima,NA,al.1100 - 1200,f.1000 - 1500
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,1600,2000,Optima,NA,am.1200 - 1300,f.1000 - 1500
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,1852,2500,Optima,NA,an.1300 - 1400,f.1000 - 1500
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,1724,2500,Optima,NA,ao.1400 - 1500,f.1000 - 1500
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,1613,2500,Optima,NA,ap.1500 - 1600,g.1500 - 2000
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,1818,3000,Optima,NA,aq.1600 - 1700,g.1500 - 2000
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,1429,2500,Optima,NA,ar.1700 - 1800,g.1500 - 2000
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,1351,2500,Optima,NA,as.1800 - 1900,g.1500 - 2000
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,1282,2500,Optima,NA,at.1900 - 2000,g.1500 - 2000
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,930,2000,Optima,NA,au.2000 - 2100,h.2000 - 2500
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,667,1500,Optima,NA,av.2100 - 2200,h.2000 - 2500
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,638,1500,Optima,NA,aw.2200 - 2300,h.2000 - 2500
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,1020,2500,Optima,NA,ax.2300 - 2400,h.2000 - 2500
05 - optima,Palmeira_P,Optima,Optima,Optima,NA,980,2500,Optima,NA,ay.2400 - 2500,h.2000 - 2500
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,20000,1000,Optima,NA,aa.0 - 100,a.0 - 300
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,6667,1000,Optima,NA,ab.100 - 200,a.0 - 300
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,4000,1000,Optima,NA,ac.200 - 300,a.0 - 300
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,2857,1000,Optima,NA,ad.300 - 400,b.300 - 400
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,2222,1000,Optima,NA,ae.400 - 500,c.400 - 600
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,1818,1000,Optima,NA,af.500 - 600,c.400 - 600
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,2308,1500,Optima,NA,ag.600 - 700,d.600 - 800
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,2000,1500,Optima,NA,ah.700 - 800,d.600 - 800
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,2353,2000,Optima,NA,ai.800 - 900,e.800 - 1000
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,2105,2000,Optima,NA,aj.900 - 1000,e.800 - 1000
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,1905,2000,Optima,NA,ak.1000 - 1100,f.1000 - 1500
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,1739,2000,Optima,NA,al.1100 - 1200,f.1000 - 1500
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,2000,2500,Optima,NA,am.1200 - 1300,f.1000 - 1500
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,2037,2750,Optima,NA,an.1300 - 1400,f.1000 - 1500
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,1897,2750,Optima,NA,ao.1400 - 1500,f.1000 - 1500
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,1774,2750,Optima,NA,ap.1500 - 1600,g.1500 - 2000
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,1667,2750,Optima,NA,aq.1600 - 1700,g.1500 - 2000
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,1429,2500,Optima,NA,ar.1700 - 1800,g.1500 - 2000
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,1081,2000,Optima,NA,as.1800 - 1900,g.1500 - 2000
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,1026,2000,Optima,NA,at.1900 - 2000,g.1500 - 2000
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,930,2000,Optima,NA,au.2000 - 2100,h.2000 - 2500
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,889,2000,Optima,NA,av.2100 - 2200,h.2000 - 2500
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,851,2000,Optima,NA,aw.2200 - 2300,h.2000 - 2500
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,612,1500,Optima,NA,ax.2300 - 2400,h.2000 - 2500
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,588,1500,Optima,NA,ay.2400 - 2500,h.2000 - 2500
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,566,1500,Optima,NA,az.2500 - 2600,i.2500 - 3000
11 - optima,Palmeira_P,Optima,Optima,Optima,NA,545,1500,Optima,NA,ba.2600 - 2700,i.2500 - 3000
