Granja,jun-2024,jul-2024,ago-2024,sep-2024,oct-2024,nov-2024,dic-2024,ene-2025,feb-2025,mar-2025,abr-2025,may-2025,jun-2025,jul-2025,ago-2025,sep-2025,oct-2025,nov-2025
SSF_Iberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
