Granja,FechaFin,Gen,Talla,Biomasa,Num
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4613.929016723633,2905.0
SSF_Iberia,2024-08-31,23 3,g.1500 - 2000,2132.919875,1207.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,3279.5,1874.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4712.4,2618.0
SSF_Iberia,2024-08-31,23 2,h.2000 - 2500,5118.749800048829,2457.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,2158.947098388672,1810.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4536.880746459961,2387.0
SSF_Iberia,2024-08-31,23 2,h.2000 - 2500,6102.032466064453,2811.0
SSF_Iberia,2024-08-31,23 2,e.800 - 1000,2166.369544067383,2291.0
SSF_Iberia,2024-08-31,23 2,h.2000 - 2500,5097.721,2381.0
SSF_Iberia,2024-08-31,23 2,h.2000 - 2500,2687.3683359375,1104.0
SSF_Iberia,2024-08-31,23 2,h.2000 - 2500,4513.104,2022.0
SSF_Iberia,2024-08-31,23 2,f.1000 - 1500,695.9567856445312,588.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,5235.058358642578,2991.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,3648.448,2092.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,1764.0,882.0
SSF_Iberia,2024-08-31,23 2,f.1000 - 1500,3132.0,2320.0
SSF_Iberia,2024-08-31,23 2,h.2000 - 2500,4415.67,1935.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,1114.464,624.0
SSF_Iberia,2024-08-31,23 2,h.2000 - 2500,4195.848,1896.0
SSF_Iberia,2024-08-31,23 2,h.2000 - 2500,5026.645086914063,2361.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4697.097600000001,2379.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,3772.1376,2079.0
SSF_Iberia,2024-08-31,23 2,h.2000 - 2500,4188.027999999999,1873.0
SSF_Iberia,2024-08-31,23 3,e.800 - 1000,4717.310471191407,4860.0
SSF_Iberia,2024-08-31,23 2,e.800 - 1000,2609.079902709961,3067.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4662.777810302734,2398.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,488.504,269.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,1099.462,637.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4451.9227221679685,2396.0
SSF_Iberia,2024-08-31,23 4,f.1000 - 1500,2900.7307825927733,2846.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4721.70728149414,2390.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4704.464411010742,2395.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,997.04,605.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4517.554592041016,2393.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4644.181458984375,2376.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4254.035931640625,2392.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,775.008,414.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4696.57971875,2432.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,1203.678,699.0
SSF_Iberia,2024-08-31,23 4,e.800 - 1000,302.2240039672852,351.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,930.9743408203124,580.0
SSF_Iberia,2024-08-31,23 2,f.1000 - 1500,286.552,238.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,92.0,50.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,91.4,50.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4541.81474621582,2389.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,1147.372,589.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,6133.522903442383,3175.0
SSF_Iberia,2024-08-31,23 4,f.1000 - 1500,2954.011353027344,2888.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4756.448995971679,2385.0
SSF_Iberia,2024-08-31,23 2,f.1000 - 1500,1704.3749670410157,1395.0
SSF_Iberia,2024-08-31,23 2,f.1000 - 1500,552.4838627929687,519.0
SSF_Iberia,2024-08-31,23 2,f.1000 - 1500,3383.208940917969,2798.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4766.914369140625,2392.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4492.553125,2581.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4041.755738525391,2385.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4614.048162597656,2964.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4733.23125,2385.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,3956.169411376953,2393.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,3198.643017822266,2098.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4849.246239868164,2497.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4493.686630371094,2478.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4704.738801635742,2379.0
