FARM,DATA,TYPE,YearClass,Gen,a_Sep-2024,b_Oct-2024,c_Nov-2024,d_Dec-2024,e_Jan-2025,f_Feb-2025,g_Mar-2025,h_Apr-2025,i_May-2025,j_Jun-2025,k_Jul-2025,l_Aug-2025,m_Sep-2025,n_Oct-2025,o_Nov-2025,p_Dec-2025,q_Jan-2026,r_Feb-2026
Consolidado,inputs,biomass,2024,24 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,biomass,2024,24 3,4979.520000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,biomass,2024,24 4,0.0,4074.42,4510.8,5578.560000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,biomass,2025,25 1,0.0,0.0,0.0,0.0,3417.9599999999996,4560.360000000001,5250.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,biomass,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.000000000001,5250.000000000002,5250.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,biomass,2025,25 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,4500.0,5250.000000000002,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,biomass,TOTAL,TOTAL,4979.520000000001,4074.42,4510.8,5578.560000000001,3417.9599999999996,4560.360000000001,5250.000000000002,6000.000000000001,5250.000000000002,5250.000000000002,4500.0,4500.0,5250.000000000002,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2022,22 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2022,22 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2023,23 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2023,23 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2023,23 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2023,23 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2024,24 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2024,24 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2024,24 3,331968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2024,24 4,0.0,271628.0,300720.0,371904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2025,25 1,0.0,0.0,0.0,0.0,227864.0,304024.0,350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,350000.0,350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2025,25 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,300000.0,350000.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,TOTAL,TOTAL,331968.0,271628.0,300720.0,371904.0,227864.0,304024.0,350000.0,400000.0,350000.0,350000.0,300000.0,300000.0,350000.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2022,22 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2022,22 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2023,23 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2023,23 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2023,23 3,1035.4127004923034,1016.3292616181114,985.6568188909282,1068.949952815917,1202.5068861600462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2023,23 4,993.7878087238275,1019.7715835774317,1056.7427478201405,1073.7179271343973,992.8771473350688,906.6655019455033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2024,24 1,741.4416547502791,859.158188054894,946.0287577154563,987.3774485778009,1016.6566143091073,1048.6376714438709,1040.6570236520054,1028.652650396098,1088.2108709595948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2024,24 2,56.642102516648805,0.0,740.7792257106539,875.6240491587173,941.0158448162413,962.6212577266058,1006.5959182652368,1053.8406987115347,1039.8738305534046,1083.114812850299,1195.4415689596476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2024,24 3,55.65940961898375,62.494404153145176,55.71377061930515,34.35666279681222,555.7577366709852,695.2870481666257,851.8032627993306,932.2686649924744,987.0351109043323,975.2938169624413,985.3741342231209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2024,24 4,0.0,0.0,0.0,0.0,36.81350671333656,37.92892684468336,38.573863303850544,0.0,0.0,0.0,502.13371729693955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2025,25 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.87143110923023,36.26988256800961,34.44884726673116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.829363962604294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2025,25 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,TOTAL,TOTAL,644.0623643806134,734.7027144269009,820.9249957050594,714.1699428082048,786.4664668265166,778.3025300929052,779.5217647530587,798.5896753410793,750.5859114690186,704.810207075535,676.8161026610856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2022,22 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2022,22 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2023,23 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2023,23 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2023,23 3,2161.9417186279297,1253.1339795751314,505.6419480910461,75.89544664993011,32.467685926321245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2023,23 4,5543.34839706151,6248.140492578924,6690.23833644931,2888.301223991529,581.8260083383503,211.25306195330225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2024,24 1,124.56219799804688,1035.2856166061474,5243.837404016775,7795.344956521739,6940.7147058882765,4972.639837986836,2540.243794734545,515.3549778484451,46.79306745126257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2024,24 2,3.171957740932333,0.0,47.40987044548185,694.3698709828628,2025.0660980445512,4800.592212282583,8998.967509291217,4623.199145247503,2626.7212959779,1940.9417446277357,637.1703562554922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2024,24 3,260.26339937836804,208.60632106319858,164.96847480376255,165.63347134343172,0.5557577366709852,39.631361745497664,1038.348177352384,3461.5135531170577,5953.795788974933,6015.612263024337,7356.803286109821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2024,24 4,0.0,0.0,0.0,0.0,99.9854842334221,114.05228302196286,143.45619762702017,0.0,0.0,0.0,0.5021337172969396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2025,25 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.58799149793569,110.26044300674923,120.57096543355905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.31745585041719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2025,25 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,TOTAL,TOTAL,8093.287670806787,8745.166409823401,12652.096033806376,11619.544969489492,9680.615740167592,10138.168756990182,12721.015679005166,8688.655667710942,8737.570595410845,8077.124973085632,8121.7932319330275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2022,22 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2022,22 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2023,23 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2023,23 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2023,23 3,2088.0,1233.0,513.0,71.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2023,23 4,5578.0,6127.0,6331.0,2690.0,586.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2024,24 1,168.0,1205.0,5543.0,7895.0,6827.0,4742.0,2441.0,501.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2024,24 2,56.0,0.0,64.0,793.0,2152.0,4987.0,8940.0,4387.0,2526.0,1792.0,533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2024,24 3,4676.0,3338.0,2961.0,4821.0,1.0,57.0,1219.0,3713.0,6032.0,6168.0,7466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2024,24 4,0.0,0.0,0.0,0.0,2716.0,3007.0,3719.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2025,25 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2279.0,3040.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2025,25 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,140.0,0.0,0.0
Consolidado,losses,number,TOTAL,TOTAL,12566.0,11903.0,15412.0,16270.0,12309.0,13026.0,16319.0,10880.0,11641.0,11460.0,12000.0,140.0,140.0,120.0,120.0,140.0,0.0,0.0
Consolidado,sales,biomass,a.0 - 300,a.0 - 300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,b.300 - 400,b.300 - 400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,c.400 - 600,c.400 - 600,999.8015970153809,1499.6305072052455,2999.981025208025,1499.687930505122,999.9880696312583,999.9564184839128,2999.5926776012984,999.9692000070252,999.9097985318748,999.8470381833702,999.711047839383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,d.600 - 800,d.600 - 800,6999.615200561524,8499.598952344833,9999.779893669496,8999.924738888878,6999.629627221697,5999.886537588048,11999.425659588147,5999.963673135597,5999.580347379786,5999.975861432935,5999.539250474127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,e.800 - 1000,e.800 - 1000,11999.989034057617,15999.966533061011,17999.986579899367,16499.77331474275,15999.630803102491,13999.436368339026,20999.55135908786,13999.352953319241,12999.806841005457,12999.38424493498,12999.682837547103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,f.1000 - 1500,f.1000 - 1500,124999.91434310672,147999.89441398805,129999.46622778274,194999.20249961424,199999.89715636,218999.00815797813,207999.51613104276,107999.02539947774,98999.30349600574,92999.86337244848,95999.75761821859,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,g.1500 - 2000,g.1500 - 2000,209998.87514990233,259999.8633004378,191999.16565962465,258999.67675229814,236999.65162330074,259999.03438896642,399998.64468673064,161999.5421859948,127999.94074397007,143998.92972357807,175999.48225066604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,h.2000 - 2500,h.2000 - 2500,134999.54412924277,189999.11636899164,179999.54902141745,119999.24848396798,73581.94484866565,53533.95419494862,160297.92872822977,88174.7570241285,85924.95824111771,96001.10724761467,133998.99594116988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,i.2500 - 3000,i.2500 - 3000,29998.13331233724,33998.38452235634,35997.62440282896,19999.606758050923,11999.953609592407,0.0,0.0,0.0,0.0,0.0,18985.60111837914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,j.3000 - 4000,j.3000 - 4000,29999.819649739584,35999.05031052557,35625.560006763415,18586.135095118196,34999.12279985049,12041.658346804612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,k.4000,k.4000,4996.552131835937,9998.205193188329,3998.2426218082537,0.0,0.0,0.0,4999.5967607063385,0.0,4998.220875306799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,TOTAL,TOTAL,554992.2445477991,703993.7101020989,608619.3554390024,639583.2555731862,581579.8185377248,565572.9344131087,809294.2560029869,379172.6104360629,337921.7203433174,352999.1074881925,444982.7700642943,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,biomass end of month,biomass,a.0 - 300,a.0 - 300,258358.92692050454,228521.38724964438,227070.4618900405,156105.8795007452,168845.2036908494,197136.10834770487,250570.10092498775,262099.5711956807,257506.4108856699,256986.70968482265,249661.34850365485,268268.6278013531,290553.2739506578,304064.0632489743,308041.6780609405,288688.86203164456,255964.3200806374,214677.7287347637
SSF_Iberia,biomass end of month,biomass,b.300 - 400,b.300 - 400,128599.04227076576,140552.07330135998,100111.98175703551,165163.6873643899,55719.2702162124,54709.78660115681,35570.424413729284,94950.97825217951,136284.46058790182,132456.2104748116,134484.91952265307,109430.5022858924,105007.97424471253,112683.74155451178,130714.66689179007,159782.97453277724,179474.83853891768,184942.58341855474
SSF_Iberia,biomass end of month,biomass,c.400 - 600,c.400 - 600,284712.24078730674,259758.44786702518,346191.6221086559,246227.30073524753,322475.4470829272,114904.65605218579,112656.27604572382,92100.24818563274,118558.90665644914,230562.93093758606,316607.16937312216,333450.8729769888,311715.8868758198,277304.3629458213,258849.56917673608,275939.6968686306,316305.10310316994,369804.50282327266
SSF_Iberia,biomass end of month,biomass,d.600 - 800,d.600 - 800,311720.5665757382,355075.009590972,277648.67388735374,428240.0585736729,341933.3452820343,452707.14483188017,167513.1013928751,123517.6534254034,123274.39478741064,72071.22795573187,136074.63579918677,276196.896708925,381530.2541138326,416730.26881418476,398920.8311756309,350769.2679064119,321066.4530852525,319586.3705322755
SSF_Iberia,biomass end of month,biomass,e.800 - 1000,e.800 - 1000,346240.2233843887,370625.80529562425,377112.9318622441,292240.68632126664,434524.92872260476,355807.34964358667,534663.7438627301,202680.04844942872,113571.93044153186,125506.03502479731,59979.65198390089,66679.35000072396,165107.6985673933,312784.78793804365,422699.58004267904,467115.8347873787,444684.9629974555,395935.321876129
SSF_Iberia,biomass end of month,biomass,f.1000 - 1500,f.1000 - 1500,793741.9673325943,875710.8831621049,935362.4695533453,900342.4977076303,831237.9864659259,945444.6969187143,950719.1018561417,1289420.9238116436,1134546.4093964181,646593.3712828481,322682.33541350503,309449.46730003593,249280.51440534892,212830.0111199787,284394.9988626964,525664.7746689972,810615.2453151469,1049460.2464023957
SSF_Iberia,biomass end of month,biomass,g.1500 - 2000,g.1500 - 2000,634184.0892431511,454148.4075382477,499914.6409129586,582381.510360135,662744.0113511856,572943.4497440064,404098.53675729764,443245.1963095103,719525.0499324476,1071327.653362725,990345.3172871999,670067.2077929679,354744.40614990983,328047.8378017295,382881.53118633793,303393.29009563883,187330.7553526099,162400.5129450416
SSF_Iberia,biomass end of month,biomass,h.2000 - 2500,h.2000 - 2500,323864.5833925454,242238.88361161333,142682.2942648673,73581.94484866565,53533.95419494862,160297.92872822977,88174.7570241285,85924.95824111771,96001.10724761467,233623.28341160787,561594.1165932056,1019656.4668470483,1135419.1556942929,790993.1553530032,452380.8503699695,332308.89088969387,417819.7424880543,445554.304664461
SSF_Iberia,biomass end of month,biomass,i.2500 - 3000,i.2500 - 3000,66278.79665908504,97341.71556962086,63066.54834102035,14340.3453286658,0.0,0.0,0.0,0.0,0.0,18985.60111837914,27761.592287983556,219440.0890191808,692445.8520811619,1123410.7316101827,1190416.1949130301,855587.6888897019,499584.7923070635,306156.68077540054
SSF_Iberia,biomass end of month,biomass,j.3000 - 4000,j.3000 - 4000,105641.72158439853,35625.560006763415,18586.135095118196,43414.03264382234,12041.658346804612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67481.4791229017,403414.11501774064,994806.0962916348,1776553.8370199597,2285042.692918468,2241369.3548714253
SSF_Iberia,biomass end of month,biomass,k.4000,k.4000,25924.132359830804,66540.14144630024,67453.57932553654,72767.29311788542,78275.82918452726,83641.4306905628,83822.30455494933,88244.76447474062,87548.41359792417,91524.68660360468,96120.5161856903,100315.13743198226,104144.59258632106,107410.93884159264,107518.34978043422,186411.73216156312,423726.3567903,1028849.9606529735
SSF_Iberia,biomass end of month,biomass,TOTAL,TOTAL,3279266.2905103094,3126138.3146392764,3055201.338998176,2974805.236502127,2961331.63453802,2937592.5515580275,2627788.346832563,2682184.3423453374,2786817.083533368,2879637.7098569144,2895311.602950102,3372954.618165098,3857431.0877923523,4389674.014245763,4931624.34675188,5522216.849852398,6141615.262977075,6718737.567696693
SSF_Iberia,culling,avweight,2022,22 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2022,22 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2023,23 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2023,23 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2023,23 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2023,23 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2024,24 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2024,24 2,56.642102516648805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2024,24 3,55.65940961898375,62.494404153145176,55.71377061930515,34.35666279681222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2024,24 4,0.0,0.0,0.0,0.0,36.81350671333656,37.92892684468336,38.573863303850544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2025,25 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.87143110923023,36.26988256800961,34.44884726673116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.829363962604294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2025,25 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,TOTAL,TOTAL,55.67103912073127,62.494404153145176,55.71377061930515,34.35666279681222,36.81350671333656,37.92892684468336,38.573863303850544,38.87143110923023,36.26988256800961,34.44884726673116,31.829363962604294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2022,22 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2022,22 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2023,23 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2023,23 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2023,23 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2023,23 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2024,24 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2024,24 2,3.171957740932333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2024,24 3,260.26339937836804,208.60632106319858,164.96847480376255,165.63347134343172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2024,24 4,0.0,0.0,0.0,0.0,99.9854842334221,114.05228302196286,143.45619762702017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2025,25 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.58799149793569,110.26044300674923,120.57096543355905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.31745585041719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2025,25 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,TOTAL,TOTAL,263.43535711930036,208.60632106319858,164.96847480376255,165.63347134343172,99.9854842334221,114.05228302196286,143.45619762702017,88.58799149793569,110.26044300674923,120.57096543355905,127.31745585041719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,2022,22 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,2022,22 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,2023,23 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,2023,23 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,2023,23 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,2023,23 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,2024,24 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,2024,24 2,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
