FARM,DATA,TYPE,YearClass,Gen,a_Aug-2024,b_Sep-2024,c_Oct-2024,d_Nov-2024,e_Dec-2024,f_Jan-2025,g_Feb-2025,h_Mar-2025,i_Apr-2025,j_May-2025,k_Jun-2025,l_Jul-2025,m_Aug-2025,n_Sep-2025,o_Oct-2025,p_Nov-2025,q_Dec-2025,r_Jan-2026
Consolidado,inputs,number,2023,23 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2023,23 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2023,23 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2024,24 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2024,24 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2024,24 3,300000.0,372053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2024,24 4,0.0,0.0,227955.0,305000.0,380000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2025,25 1,0.0,0.0,0.0,0.0,0.0,325000.0,330000.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330000.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,TOTAL,TOTAL,300000.0,372053.0,227955.0,305000.0,380000.0,325000.0,330000.0,300000.0,330000.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2022,22 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2022,22 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2023,23 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2023,23 2,1034.1541378136837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2023,23 3,1039.5053839389934,1046.3025922582165,1011.9780788565655,969.9304040724599,978.2404337610025,1091.415356538197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2023,23 4,962.8668090330594,992.9343144724551,1030.6388721923054,1052.7214929402924,1067.92435975482,1060.0565098224517,988.7178454335473,913.3641769422591,899.177496987948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2024,24 1,609.089656829834,755.9762950664991,885.7163818947001,966.9867228917789,993.5139567146546,1021.7616716752675,1037.489225979016,1065.10696678298,1091.6446912603863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2024,24 2,69.95823025941047,53.84215580505963,0.0,833.3750294842436,927.004362907527,936.3489513467625,982.4245738861385,1018.9247875748592,1045.3021014057251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2024,24 3,0.0,53.46610197990439,60.16318407368601,62.13727750897211,67.29945472361103,716.3391592755498,855.0536286034576,882.7584070779136,960.8318600627999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2024,24 4,0.0,0.0,0.0,0.0,0.0,49.14214303015736,46.41583294277364,45.41072795182523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2025,25 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.00909551562121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,avweight,TOTAL,TOTAL,794.4284834304975,687.2477807568532,708.8643385129966,646.1606003664215,691.5762123520697,765.0566424421703,724.3697068189163,662.988448385641,745.8037488800773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2022,22 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2022,22 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2023,23 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2023,23 2,68.25417309570314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2023,23 3,4668.418679270019,2692.136569880391,1158.7149002907674,477.20575880365027,106.62820727994927,18.55406106114935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2023,23 4,5706.911577138943,6679.469133456205,4967.679363966912,3480.297255660607,1735.3770846015825,749.4599524444733,395.4871381734189,95.90323857893719,44.9588748493974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2024,24 1,9.745434509277343,151.19525901329982,1277.2030226921577,3661.9787195911667,4832.45188546008,4175.939952136819,3290.915824805439,2186.664602805458,1279.4075781571728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2024,24 2,203.92824120618155,5.3842155805059635,0.0,165.00825583788023,835.230930979682,2024.3864328117006,3513.1502762168316,3223.8780278868544,2575.6243778637067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2024,24 3,0.0,247.2272555550779,199.68160794056388,293.1636752873304,250.48857048128028,19.341157300439846,300.9788772684171,1481.268607076739,5106.821336233782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2024,24 4,0.0,0.0,0.0,0.0,0.0,112.04408610875878,141.5682904754596,172.56076621693586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2025,25 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.02956042576895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,biomass,TOTAL,TOTAL,10657.258105220124,9775.41243348548,7603.278894890401,8077.653665180635,7760.176678802574,7099.725641863341,7642.100406939566,7160.275242564924,9136.841727529827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2022,22 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2022,22 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2023,23 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2023,23 2,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2023,23 3,4491.0,2573.0,1145.0,492.0,109.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2023,23 4,5927.0,6727.0,4820.0,3306.0,1625.0,707.0,400.0,105.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2024,24 1,16.0,200.0,1442.0,3787.0,4864.0,4087.0,3172.0,2053.0,1172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2024,24 2,2915.0,100.0,0.0,198.0,901.0,2162.0,3576.0,3164.0,2464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2024,24 3,0.0,4624.0,3319.0,4718.0,3722.0,27.0,352.0,1678.0,5315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2024,24 4,0.0,0.0,0.0,0.0,0.0,2280.0,3050.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2025,25 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,132.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,120.0,0.0,0.0,0.0,0.0,0.0
Consolidado,losses,number,TOTAL,TOTAL,13415.0,14224.0,10726.0,12501.0,11221.0,9280.0,10550.0,10800.0,12251.0,132.0,120.0,132.0,120.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,TOTAL,TOTAL,628917.7641947946,540995.985253231,502991.9296279806,532993.0444007617,967994.7346061243,454995.9620069921,365078.0914634036,348217.41023973713,437996.7828930416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,a.0 - 300,a.0 - 300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,b.300 - 400,b.300 - 400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,c.400 - 600,c.400 - 600,2999.86421862793,1499.699961270083,999.8657465839816,999.6482604900062,2999.7696201004915,1499.783006874433,999.9959947298192,999.7124377002756,999.9977412159043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,d.600 - 800,d.600 - 800,9999.929070234026,8999.732881640026,6999.717909075928,5999.613633405004,11999.426217795297,7499.936053636982,5999.883860005995,5999.820540605067,5999.5856559771855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,e.800 - 1000,e.800 - 1000,17999.259951721193,16499.985450674267,15999.634576936967,13999.404758135894,20999.697365640885,15999.660458294693,12999.41779912996,12999.521336423444,12999.68242892999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,f.1000 - 1500,f.1000 - 1500,139999.94028643798,122999.44663938209,136999.176661711,174999.73030778387,252999.5781734805,99999.99020916299,89999.26002147613,92999.9395667379,95999.41079553572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,g.1500 - 2000,g.1500 - 2000,232998.622443042,194999.4754464249,177999.43797059037,194999.28314146603,389999.26685745135,184999.67769456794,152999.01271287075,149999.72965022648,183999.84175747065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,h.2000 - 2500,h.2000 - 2500,140998.30505041505,99998.95091822339,74999.98927513303,74998.51336888685,169998.9954008417,99999.00722872943,55085.555398260294,51004.34010442713,137998.26451391217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,i.2500 - 3000,i.2500 - 3000,34999.9987956543,29998.73394266503,14998.721955752431,14999.396092979689,62999.73495217779,17999.720660853178,14997.786119012937,9652.533657485174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,j.3000 - 4000,j.3000 - 4000,30997.277127197267,65999.9600129512,57999.160798081175,51997.45483761433,55998.26601863635,21999.67639914804,31997.179557917712,24561.812946131646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,sales,biomass,k.4000,k.4000,17924.567251464843,0.0,15996.224734115678,0.0,0.0,4998.510295724354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,biomass end of month,biomass,TOTAL,TOTAL,3354551.15230951,3400527.246709944,3530125.367530413,3630697.6484780326,3272759.8028528905,3367537.4124937775,3558036.768657725,3779117.123787565,3945715.840019232,4576981.338802727,5263474.1308056265,6057395.567130776,6897900.62665749,7761688.91528558,8701164.834211422,9644903.11277718,10655396.262811974,11697011.068567894
SSF_Iberia,biomass end of month,biomass,a.0 - 300,a.0 - 300,264352.2948001605,226074.46882389567,236216.9332893344,223008.44066946534,156940.2959054468,130653.2284871678,166815.74278852437,203713.69861858964,226820.87804492709,226577.5450452762,223901.47413657187,218220.4277726191,199106.31163615175,169955.5574236965,118536.75748511485,58348.96187437822,17006.52641501374,3948.2320544105464
SSF_Iberia,biomass end of month,biomass,b.300 - 400,b.300 - 400,134176.14374121817,177642.6273242529,118016.19191168927,161072.4635528013,139957.88482092638,89321.09399969495,31433.176736694197,43639.57816799145,72382.2392894637,104408.48567441596,103277.30064705307,102248.2089583311,112708.48787000637,116279.53345255784,126974.5021255503,120758.84848184217,80996.6732426081,33385.097130752336
SSF_Iberia,biomass end of month,biomass,c.400 - 600,c.400 - 600,231206.75751979314,302130.02278383524,405733.98276254156,250262.55067507428,341861.96604155714,333384.0416530785,222116.7162627077,103553.59535146842,84344.01006469424,137158.44209539882,196511.18301381796,233442.82307613437,231203.1829945804,244467.72209420384,266362.35449609725,287746.1515785958,296886.4984134854,252750.03033392772
SSF_Iberia,biomass end of month,biomass,d.600 - 800,d.600 - 800,323396.19377915026,260136.5861366563,341164.989163082,534692.5786089957,373939.238013717,436829.5869993878,442615.1851210627,335044.71904370934,146842.50093740926,87322.72657193094,115652.59440793932,182834.89931370493,248833.49565346533,269383.3272498207,275084.7729532062,296570.0720065495,323834.02597248694,348727.62258168985
SSF_Iberia,biomass end of month,biomass,e.800 - 1000,e.800 - 1000,391007.7643753237,363284.74837280624,356213.50228735775,380103.54392728745,609102.1472865803,506447.053068881,573489.1497159163,482489.69542362465,387143.3382180292,206855.47601026422,109100.69150348214,106299.15334150093,174633.01943919604,249742.73064610956,297067.22720885667,306549.578332588,324750.1206023794,352914.4487283357
SSF_Iberia,biomass end of month,biomass,f.1000 - 1500,f.1000 - 1500,796307.839915033,854962.0048964104,910001.4860939659,951981.2529455266,889552.3073130789,1159081.8418983384,1407527.1284793313,1756539.5444983188,1792841.2444587108,1726879.981487198,1143573.883831058,726088.0960198275,432741.55892995704,358809.4018745406,471308.61058880767,621560.853883825,750173.4768772596,832981.7198584529
SSF_Iberia,biomass end of month,biomass,g.1500 - 2000,g.1500 - 2000,657789.6350672002,674840.4413789929,655890.0505443901,637849.0544490482,517010.7295039296,565588.8706139371,616342.5295763727,678791.675012087,1096284.0894269063,1754957.6476206218,2523881.874536363,2144608.9606379694,1596480.0937836554,1092932.7494993214,667462.5778889436,430291.64008850383,414663.98146232934,556723.8977535509
SSF_Iberia,biomass end of month,biomass,h.2000 - 2500,h.2000 - 2500,276204.1883343583,294789.0004032191,282675.192513956,273312.5625584003,126754.46975610044,55085.555398260294,51004.34010442713,162186.46289959573,125193.8669996237,309132.1831312245,756478.8620270478,2017650.1348006034,2919790.1064040326,2608144.8043243247,1947333.5108369752,1368139.7529138315,960109.6451538585,592545.8084743047
SSF_Iberia,biomass end of month,biomass,i.2500 - 3000,i.2500 - 3000,70124.79375653355,88252.19072207958,131816.0133665768,138827.02004193212,69768.87164745522,24074.201941372667,9652.533657485174,0.0,0.0,9167.011109670031,71177.83330721493,281370.20741842507,839896.8189740385,2191263.6846091175,3124915.321684334,2870024.0261623356,2152054.6409584978,1585224.6321505378
SSF_Iberia,biomass end of month,biomass,j.3000 - 4000,j.3000 - 4000,209985.54102073915,135214.9878291651,79592.84632798214,64817.33218343563,31838.316514465252,55297.44857249794,24561.812946131646,0.0,0.0,0.0,4801.776619674767,28845.050482817074,126059.82797823403,437222.35014371044,1350444.995834013,3158325.0971174794,4956919.831999877,5943268.049143596
SSF_Iberia,biomass end of month,biomass,k.4000,k.4000,0.0,23200.168038631095,12804.179269536888,14770.848866065664,16033.576049633471,11774.489861160942,12478.453269071942,13158.154772179998,13863.67257946796,14521.840056725952,15116.65677540323,15787.605308842969,16447.722994172516,23487.05396817699,55674.20310952438,126588.13033724962,378000.84171417844,1194541.5303583362
SSF_Iberia,culling,avweight,2022,22 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2022,22 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2023,23 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2023,23 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2023,23 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2023,23 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2024,24 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2024,24 2,69.95823025941047,53.84215580505963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2024,24 3,0.0,53.46610197990439,60.16318407368601,62.13727750897211,67.17808262795958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2024,24 4,0.0,0.0,0.0,0.0,0.0,49.14214303015736,46.41583294277364,45.41072795182523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2025,25 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.00909551562121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,avweight,TOTAL,TOTAL,69.95823025941047,53.47406247577982,60.16318407368601,62.13727750897211,67.17808262795958,49.14214303015736,46.41583294277364,45.41072795182523,40.00909551562121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2022,22 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2022,22 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2023,23 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2023,23 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2023,23 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2023,23 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2024,24 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2024,24 2,203.92824120618155,5.3842155805059635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2024,24 3,0.0,247.2272555550779,199.68160794056388,293.1636752873304,249.96964545863764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2024,24 4,0.0,0.0,0.0,0.0,0.0,112.04408610875878,141.5682904754596,172.56076621693586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2025,25 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.02956042576895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,biomass,TOTAL,TOTAL,203.92824120618155,252.61147113558386,199.68160794056388,293.1636752873304,249.96964545863764,112.04408610875878,141.5682904754596,172.56076621693586,130.02956042576895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,2022,22 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,2022,22 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,2023,23 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,2023,23 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,2023,23 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,2023,23 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,2024,24 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,2024,24 2,2915.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,2024,24 3,0.0,4624.0,3319.0,4718.0,3721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,2024,24 4,0.0,0.0,0.0,0.0,0.0,2280.0,3050.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,2025,25 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,132.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,120.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,culling,number,TOTAL,TOTAL,2915.0,4724.0,3319.0,4718.0,3721.0,2280.0,3050.0,3800.0,3250.0,132.0,120.0,132.0,120.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,final,avweight,2022,22 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,final,avweight,2022,22 4,3517.816532703531,3723.2734446925924,4020.031399894661,4471.84456623296,4840.563956898227,5288.473372272592,5591.771252933921,5884.0142103494345,6186.761598399281,6468.601329142664,6722.798542371265,7008.973979073431,7289.886824868719,7500.3463299934365,7507.846676323432,7515.354522999755,7522.869877522755,7530.392747400277
SSF_Iberia,final,avweight,2023,23 1,3254.653887660165,3497.2055910444205,3665.8249540737656,4057.7977629086026,4701.235702987206,5025.369941064568,5334.396973970636,5633.1739777137645,5943.695351041959,6233.768242309236,6496.26307115296,6792.725812795815,7084.830751645792,7361.8312837309495,7642.840603190047,7650.483443793236,7658.133927237031,7665.792061164267
SSF_Iberia,final,avweight,2023,23 2,2080.602290371786,2369.623962152211,2851.746239450444,3107.4194114727384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,final,avweight,2023,23 3,1361.5323729084248,1553.6500475307594,1698.8491266841795,1918.8560380643864,2152.65304213922,2574.6292037006365,3385.968148074393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSF_Iberia,final,avweight,2023,23 4,868.5155900661471,1039.490360591218,1206.3490029194147,1359.944774459879,1409.139355305849,1387.2580680347605,1325.6681871514343,1066.4451329982053,659.9460597853129,722.6994837490361,781.2189138677165,849.0940208053202,918.0793361590188,985.556624993422,1056.109488721077,1124.7087721769842,1196.0343923914509,1267.455761950162
SSF_Iberia,final,avweight,2024,24 1,435.8485702686069,575.114702993781,736.4646192315239,900.902683055102,1073.7057713760455,1223.5588871684974,1356.965916804659,1462.8777886474466,1532.4611891122731,1671.8608543550133,1832.4651706584705,2020.1095448116937,2212.422758553863,2402.0127859646136,2601.674552581386,2797.1974026587845,3001.850459733963,3208.1635184472525
SSF_Iberia,final,avweight,2024,24 2,188.02129118891318,282.30959194677996,433.1838275810055,587.1832382649311,760.8210776084779,921.6640124066155,1082.580640235498,1241.2992743646262,1397.6962184111264,1554.822750431652,1766.0731065168427,1984.0291565028695,2209.7239887810083,2434.3325905684414,2672.8800105953183,2908.402588172606,3156.7738085744295,3409.0176265942346
