Granja,Edad,PesoMedio,Type
Lira_P,821,2347.169811,Historical
Cervo_P,173,58,Historical
Cervo_P,336,428.4,Historical
Cervo_P,371,539.2916667,Historical
Cervo_P,490,1208.4,Historical
Cervo_P,110,18.08,Historical
Cervo_P,145,37.62666667,Historical
Cervo_P,145,40.26666667,Historical
Cervo_P,110,16.4,Historical
Cervo_P,399,694.8958333,Historical
Lira_P,757,1838.181818,Historical
Lira_P,493,565.3333333,Historical
Lira_P,619,1072,Historical
Lira_P,545,671.3333333,Historical
Cervo_P,336,413.52,Historical
Cervo_P,110,17.66666667,Historical
Cervo_P,145,39.53333333,Historical
Lira_P,507,735.3333333,Historical
Lira_P,574,940,Historical
Lira_P,629,1023.463687,Historical
Lira_P,748,1332.947977,Historical
Lira_P,594,1347.712418,Historical
Lira_P,629,1540.268456,Historical
Lira_P,748,2019.230769,Historical
Lira_P,902,2902,Historical
Lira_P,707,1645.127355,Historical
Lira_P,833,2187.864078,Historical
Palmeira_P,559,1492,Historical
Palmeira_P,587,1824,Historical
Palmeira_P,475,1462,Historical
Palmeira_P,510,1690,Historical
Palmeira_P,657,2280,Historical
Palmeira_P,629,2172,Historical
Palmeira_P,657,2492,Historical
Palmeira_P,587,2080,Historical
Palmeira_P,587,1900,Historical
Palmeira_P,587,1364,Historical
Palmeira_P,587,1374,Historical
Palmeira_P,622,1604,Historical
Palmeira_P,447,1308,Historical
Palmeira_P,566,2136,Historical
Lira_P,565,842,Historical
Lira_P,671,1668.444444,Historical
Lira_P,790,2058.137742,Historical
Lira_P,825,2129.090909,Historical
Couso_P,396,737.1134021,Historical
Couso_P,457,1190.140845,Historical
Couso_P,515,1580.645161,Historical
Couso_P,634,2350,Historical
Couso_P,697,2623.853211,Historical
Couso_P,816,3488.372093,Historical
Couso_P,753,3298.850575,Historical
Couso_P,538,1081.730769,Historical
Couso_P,538,1276.72956,Historical
Couso_P,669,1653.333333,Historical
Couso_P,704,1782.178218,Historical
Couso_P,503,930.5555556,Historical
Couso_P,629,1561.111111,Historical
Couso_P,538,1248.407643,Historical
Couso_P,657,1894.366197,Historical
Couso_P,475,1041.420118,Historical
Cervo_P,516,832.3809524,Historical
Cervo_P,573,1207.923077,Historical
Cervo_P,785,1827.662338,Historical
Cervo_P,544,1139,Historical
Cervo_P,516,958,Historical
Cervo_P,516,941.25,Historical
Cervo_P,516,1017.375,Historical
Cervo_P,334,378.4,Historical
Cervo_P,334,381.4,Historical
Cervo_P,475,949.57,Historical
Cervo_P,349,320.2857143,Historical
Cervo_P,384,465.2,Historical
Lira_P,695,1524.861878,Historical
Lira_P,498,736.6666667,Historical
Lira_P,593,1052.666667,Historical
Lira_P,520,476,Historical
Cervo_P,165,50.55,Historical
Cervo_P,195,77,Historical
Cervo_P,165,52.89,Historical
Cervo_P,399,733.8095238,Historical
Cervo_P,518,1576.785714,Historical
Cervo_P,777,2451.733333,Historical
Lira_P,722,1649.66443,Historical
Lira_P,584,875.3333333,Historical
Lira_P,573,785.3333333,Historical
Lira_P,626,1289,Historical
Lira_P,590,1076.666667,Historical
Lira_P,521,651.3333333,Historical
Lira_P,600,1216,Historical
Cervo_P,427,817.047619,Historical
Cervo_P,462,1096.55,Historical
Lira_P,546,857.3333333,Historical
Lira_P,776,1558.709677,Historical
Lira_P,679,1592.892225,Historical
Lira_P,798,2034.117647,Historical
Lira_P,657,1692.47507,Historical
Lira_P,776,2077.848101,Historical
Lira_P,811,2184.878049,Historical
Lira_P,930,3156.441718,Historical
Lira_P,571,1021.333333,Historical
Lira_P,647,1832.597834,Historical
Palmeira_P,468,1190,Historical
Palmeira_P,503,1380,Historical
Palmeira_P,657,1874,Historical
Palmeira_P,601,1560,Historical
Palmeira_P,419,866.6666667,Historical
Palmeira_P,356,678,Historical
Palmeira_P,328,464,Historical
Palmeira_P,419,380,Historical
Palmeira_P,356,420,Historical
Palmeira_P,622,2052,Historical
Palmeira_P,622,1820,Historical
Palmeira_P,587,1452,Historical
Palmeira_P,468,922,Historical
Palmeira_P,503,1068,Historical
Palmeira_P,531,1350,Historical
Palmeira_P,405,560,Historical
Palmeira_P,440,742,Historical
Palmeira_P,559,1132,Historical
Palmeira_P,566,1768,Historical
Palmeira_P,601,1608,Historical
Palmeira_P,657,2428,Historical
Palmeira_P,601,1600,Historical
Palmeira_P,657,2444,Historical
Palmeira_P,629,2204,Historical
Palmeira_P,356,746,Historical
Palmeira_P,328,354,Historical
Palmeira_P,389,612,Historical
Lira_P,554,879.3333333,Historical
Lira_P,632,1308.823529,Historical
Lira_P,751,1907.76699,Historical
Lira_P,644,1559.782609,Historical
Lira_P,763,1965.945946,Historical
Lira_P,537,902,Historical
Cervo_P,774,2453.058824,Historical
Cervo_P,631,2460,Historical
Cervo_P,528,1071.625,Historical
Couso_P,754,2504.504505,Historical
Palmeira_P,622,2128,Historical
Palmeira_P,754,2864,Historical
Palmeira_P,754,2328,Historical
Palmeira_P,783,2376,Historical
Palmeira_P,754,1764,Historical
Palmeira_P,783,2852,Historical
Palmeira_P,720,2400,Historical
Palmeira_P,559,1482,Historical
Palmeira_P,559,1888,Historical
Palmeira_P,587,2004,Historical
Palmeira_P,754,3468,Historical
Palmeira_P,754,3476,Historical
Palmeira_P,783,3452,Historical
Cervo_P,671,2358.117647,Historical
Cervo_P,706,2618.823529,Historical
Cervo_P,825,2926.862745,Historical
Cervo_P,553,1560.672269,Historical
Lira_P,659,1291.666667,Historical
Lira_P,778,1864.521445,Historical
Lira_P,725,1719.075145,Historical
Lira_P,725,2003.97351,Historical
Lira_P,844,2343.801594,Historical
Vilan_P,503,737.6271186,Historical
Lira_P,557,1025.333333,Historical
Lira_P,650,1210.39604,Historical
Lira_P,634,899.3333333,Historical
Lira_P,589,1128.666667,Historical
Lira_P,662,909.569378,Historical
Lira_P,723,1662.790698,Historical
Lira_P,502,758.6666667,Historical
Cervo_P,427,924.1904762,Historical
Cervo_P,427,1010.928571,Historical
Cervo_P,399,660.952381,Historical
Cervo_P,518,1511.285714,Historical
Cervo_P,553,1684.857143,Historical
Cervo_P,649,1705,Historical
Cervo_P,279,303.6666667,Historical
Cervo_P,279,452.5555556,Historical
Couso_P,663,2258.064516,Historical
Couso_P,456,785.3107345,Historical
Couso_P,514,1079.268293,Historical
Palmeira_P,419,780,Historical
Palmeira_P,754,2784,Historical
Palmeira_P,419,1000,Historical
Palmeira_P,328,168,Historical
Palmeira_P,389,300,Historical
Palmeira_P,447,432,Historical
Palmeira_P,419,644,Historical
Palmeira_P,265,249,Historical
Palmeira_P,265,229,Historical
Palmeira_P,293,229.3333333,Historical
Palmeira_P,293,324.8,Historical
Palmeira_P,754,1844,Historical
Palmeira_P,783,1956,Historical
Cervo_P,384,462,Historical
Cervo_P,349,305.2142857,Historical
Cervo_P,446,784,Historical
Cervo_P,475,909.8888889,Historical
Cervo_P,412,578,Historical
Cervo_P,258,99.06666667,Historical
Cervo_P,293,151.0333333,Historical
Cervo_P,293,156.5666667,Historical
Cervo_P,524,1399.571429,Historical
Cervo_P,202,58,Historical
Cervo_P,321,215.0333333,Historical
Cervo_P,230,95.53846154,Historical
Lira_P,433,704,Historical
Lira_P,647,1050,Historical
Lira_P,583,1036,Historical
Lira_P,618,1204.666667,Historical
Lira_P,586,1179.89418,Historical
Lira_P,621,1325.352113,Historical
Lira_P,740,2084.577114,Historical
Palmeira_P,445,1268,Historical
Palmeira_P,445,1144,Historical
Palmeira_P,473,1084,Historical
Palmeira_P,501,768,Historical
Palmeira_P,536,874,Historical
Palmeira_P,564,1200,Historical
Palmeira_P,473,512,Historical
Palmeira_P,564,1670,Historical
Palmeira_P,501,1260,Historical
Palmeira_P,536,1454,Historical
Palmeira_P,455,772,Historical
Palmeira_P,635,1572,Historical
Palmeira_P,516,900,Historical
Palmeira_P,544,1374,Historical
Palmeira_P,544,1310,Historical
Palmeira_P,481,1828,Historical
Palmeira_P,544,1700,Historical
Palmeira_P,607,1428,Historical
Palmeira_P,635,2212,Historical
Palmeira_P,607,2328,Historical
Cervo_P,202,58,Historical
Cervo_P,321,229.3333333,Historical
Cervo_P,230,85.46666667,Historical
Cervo_P,230,76.82142857,Historical
Cervo_P,384,474.8,Historical
Cervo_P,412,450.88,Historical
Cervo_P,446,800,Historical
Cervo_P,475,960,Historical
Cervo_P,412,561.9166667,Historical
Cervo_P,513,884.6666667,Historical
Cervo_P,539,1432.307692,Historical
Cervo_P,559,1498.823529,Historical
Lira_P,589,995.3333333,Historical
Lira_P,624,1194,Historical
Lira_P,585,898,Historical
Lira_P,620,1013.333333,Historical
Cervo_P,496,1300.10101,Historical
Cervo_P,615,1825.306122,Historical
Palmeira_P,445,1164,Historical
Palmeira_P,564,1800,Historical
Palmeira_P,473,1228,Historical
Palmeira_P,473,1150,Historical
Lira_P,496,1046.666667,Historical
Lira_P,496,1103.333333,Historical
Lira_P,582,601.3333333,Historical
Lira_P,735,1711.235955,Historical
Lira_P,683,1510.906252,Historical
Cervo_P,292,444.7777778,Historical
Palmeira_P,473,746,Historical
Palmeira_P,564,1424,Historical
Palmeira_P,536,1992,Historical
Palmeira_P,455,980,Historical
Palmeira_P,455,920,Historical
Palmeira_P,486,1204,Historical
Palmeira_P,511,695,Historical
Cervo_P,500,659,Historical
Cervo_P,524,1311.428571,Historical
Cervo_P,468,1072.9,Historical
Cervo_P,524,1488.877551,Historical
Cervo_P,292,312.8888889,Historical
Cervo_P,292,304.3333333,Historical
Lira_P,624,927.7108434,Historical
Lira_P,501,661.3333333,Historical
Lira_P,536,798.6666667,Historical
Palmeira_P,425,656,Historical
Palmeira_P,486,952,Historical
Palmeira_P,516,1544,Historical
Palmeira_P,572,1940,Historical
Palmeira_P,607,1410,Historical
Cervo_P,292,447.5555556,Historical
Lira_P,529,796,Historical
Lira_P,748,1757.51634,Historical
Lira_P,567,1014,Historical
Palmeira_P,417,1112,Historical
Palmeira_P,445,1038,Historical
Palmeira_P,564,1430,Historical
Lira_P,822,2179.329609,Historical
Lira_P,817,2076.502732,Historical
Cervo_P,500,465.96,Historical
Cervo_P,580,1834.705882,Historical
Vilan_P,475,544.3786982,Historical
Vilan_P,683,1356.818182,Historical
Vilan_P,764,1469.109948,Historical
Vilan_P,746,2159.42029,Historical
Vilan_P,781,2498.387097,Historical
Couso_P,453,855.5555556,Historical
Couso_P,572,1410.958904,Historical
Couso_P,418,634.1463415,Historical
Couso_P,600,1787.401575,Historical
Couso_P,423,598.8023952,Historical
Couso_P,542,1248.322148,Historical
Couso_P,577,1491.620112,Historical
Palmeira_P,265,171,Historical
Cervo_P,292,209,Historical
Cervo_P,411,625.2857143,Historical
Cervo_P,104,12,Historical
Cervo_P,277,297,Historical
Cervo_P,306,376.7,Historical
Cervo_P,277,407.1,Historical
Cervo_P,306,528.9,Historical
Cervo_P,277,308.6,Historical
Cervo_P,306,375.2,Historical
Cervo_P,277,313.8,Historical
Cervo_P,306,389,Historical
Cervo_P,306,538.6,Historical
Cervo_P,362,716.952381,Historical
Cervo_P,391,855.5555556,Historical
Cervo_P,300,364,Historical
Cervo_P,362,565.7,Historical
Cervo_P,391,674.4444444,Historical
Cervo_P,328,419.4,Historical
Cervo_P,425,669.1,Historical
Cervo_P,405,631.1,Historical
Cervo_P,524,1321.857143,Historical
Cervo_P,425,798.4,Historical
Cervo_P,390,709,Historical
Cervo_P,440,876.1111111,Historical
Cervo_P,440,892.03125,Historical
Cervo_P,594,1954.285714,Historical
Cervo_P,575,1395,Historical
Cervo_P,616,1617.012987,Historical
Cervo_P,377,499.4,Historical
Cervo_P,412,629.3,Historical
Lira_P,639,1185.333333,Historical
Lira_P,572,1025.333333,Historical
Lira_P,607,1166.666667,Historical
Lira_P,572,952.6666667,Historical
Lira_P,522,522,Historical
Lira_P,618,993.3333333,Historical
Cervo_P,342,498,Historical
Cervo_P,104,13.11666667,Historical
Cervo_P,137,25.45,Historical
Cervo_P,277,392.2,Historical
Cervo_P,306,498.5,Historical
Cervo_P,391,829.3333333,Historical
Cervo_P,391,433.0666667,Historical
Cervo_P,362,731.5238095,Historical
Cervo_P,391,875.7777778,Historical
Lira_P,581,800,Historical
Lira_P,670,1486.80203,Historical
Lira_P,789,1985.326087,Historical
Lira_P,824,2153.757225,Historical
Lira_P,682,1281.081081,Historical
Lira_P,801,1723.913043,Historical
Cervo_P,531,1316.428571,Historical
Cervo_P,496,914.4,Historical
Cervo_P,390,520.2,Historical
Cervo_P,425,656.7,Historical
Cervo_P,706,2365,Historical
Cervo_P,797,2847.058824,Historical
Cervo_P,570,1890,Historical
Cervo_P,643,1782.521008,Historical
Cervo_P,262,296.3571429,Historical
Cervo_P,320,508.12,Historical
Cervo_P,229,137.9333333,Historical
Cervo_P,348,354.7333333,Historical
Cervo_P,262,165.9666667,Historical
Cervo_P,320,257.7142857,Historical
Cervo_P,277,320.56,Historical
Cervo_P,306,388.88,Historical
Cervo_P,277,301.3333333,Historical
Cervo_P,306,404.5333333,Historical
Cervo_P,328,393.36,Historical
Cervo_P,300,356.8,Historical
Cervo_P,300,359.2,Historical
Cervo_P,300,280.4761905,Historical
Cervo_P,362,732.4761905,Historical
Lira_P,510,652.6666667,Historical
Lira_P,629,1129.333333,Historical
Couso_P,486,1054.216867,Historical
Couso_P,605,1826.666667,Historical
Cervo_P,632,1121.2,Historical
Cervo_P,453,762.0833333,Historical
Cervo_P,328,389.4285714,Historical
Cervo_P,300,365.1,Historical
Cervo_P,391,845.2222222,Historical
Lira_P,655,714,Historical
Lira_P,555,926.6666667,Historical
Couso_P,398,606.1776062,Historical
Couso_P,459,978.7234043,Historical
Couso_P,517,1283.950617,Historical
Couso_P,636,2044.117647,Historical
Lira_P,798,2425.575242,Historical
Lira_P,715,1628.813559,Historical
Lira_P,753,2114.754098,Historical
Lira_P,809,2356.451613,Historical
Cervo_P,524,921.75,Historical
Cervo_P,362,780.2857143,Historical
Cervo_P,391,893.6666667,Historical
Cervo_P,300,353.6,Historical
Lira_P,707,990.8088235,Historical
Lira_P,530,856,Historical
Lira_P,544,431.3333333,Historical
Lira_P,615,1204,Historical
Lira_P,705,1629.807692,Historical
Lira_P,638,1538.75,Historical
Lira_P,757,2115.521214,Historical
Lira_P,701,1146.341463,Historical
Cervo_P,605,2019,Historical
Cervo_P,724,2930,Historical
Cervo_P,334,408.4,Historical
Cervo_P,453,894.3589744,Historical
Palmeira_P,473,1172,Historical
Palmeira_P,501,934,Historical
Palmeira_P,536,1038,Historical
Palmeira_P,536,1472,Historical
Palmeira_P,544,1462,Historical
Couso_P,543,1764.285714,Historical
Couso_P,487,1202.020202,Historical
Couso_P,606,1974.137931,Historical
Couso_P,791,3790.697674,Historical
Palmeira_P,564,1120,Historical
Palmeira_P,483,1440,Historical
Palmeira_P,455,1012,Historical
Palmeira_P,453,582.6666667,Historical
Lira_P,556,624.6666667,Historical
Lira_P,599,1088,Historical
Lira_P,584,1444.375,Historical
Lira_P,619,1771.823204,Historical
Lira_P,595,864.6666667,Historical
Lira_P,630,996.6666667,Historical
Lira_P,538,604,Historical
Lira_P,555,739.3333333,Historical
Cervo_P,399,685.6349206,Historical
Cervo_P,336,483.2,Historical
Cervo_P,371,659.2,Historical
Cervo_P,618,773.4666667,Historical
Cervo_P,418,880.08,Historical
Cervo_P,418,827.4,Historical
Lira_P,725,1635,Historical
Lira_P,760,1750.561798,Historical
Lira_P,715,1573.426573,Historical
Lira_P,750,1667.724868,Historical
Lira_P,869,1963.057325,Historical
Lira_P,941,2976.923077,Historical
Lira_P,717,1390.751445,Historical
Lira_P,586,1360.666667,Historical
Lira_P,807,1826.285714,Historical
Lira_P,753,2235.714286,Historical
Lira_P,744,1518.285714,Historical
Cervo_P,615,1734,Historical
Vilan_P,774,2500,Historical
Vilan_P,893,3521.126761,Historical
Vilan_P,528,569.8461538,Historical
Vilan_P,563,687.4213836,Historical
Vilan_P,655,1367.407407,Historical
Lira_P,672,1742.041721,Historical
Lira_P,585,1000,Historical
Lira_P,729,1584.52381,Historical
Lira_P,764,1698.809524,Historical
Palmeira_P,783,2876,Historical
Palmeira_P,783,3388,Historical
Lira_P,543,598.6666667,Historical
Lira_P,558,942.6666667,Historical
Lira_P,659,1055.299539,Historical
Lira_P,548,800,Historical
Lira_P,787,2271.428571,Historical
Lira_P,726,1768.472906,Historical
Lira_P,630,1075.333333,Historical
Lira_P,639,1119.333333,Historical
Cervo_P,615,1956,Historical
Vilan_P,736,1341.414141,Historical
Vilan_P,711,1407.94702,Historical
Vilan_P,746,1647.619048,Historical
Vilan_P,718,1867.272727,Historical
Vilan_P,837,3038.961039,Historical
Vilan_P,655,1191.304348,Historical
Vilan_P,481,500.7142857,Historical
Vilan_P,600,989.787234,Historical
Vilan_P,509,446.3636364,Historical
Vilan_P,559,924.0343348,Historical
Vilan_P,496,605.9633028,Historical
Vilan_P,531,748.4251969,Historical
Vilan_P,615,993.75,Historical
Vilan_P,650,1093.902439,Historical
Vilan_P,496,427.4308211,Historical
Vilan_P,531,556.8888889,Historical
Vilan_P,453,554.8672566,Historical
Vilan_P,572,1015.88785,Historical
Couso_P,418,679.6116505,Historical
Couso_P,544,1263.157895,Historical
Couso_P,453,773.5849057,Historical
Couso_P,418,707.0063694,Historical
Couso_P,453,891.0891089,Historical
Couso_P,572,1631.147541,Historical
Cervo_P,490,1304.9,Historical
Cervo_P,490,1358.142857,Historical
Cervo_P,462,1219.714286,Historical
Cervo_P,398,565.3,Historical
Cervo_P,398,558.2,Historical
Cervo_P,371,535.04,Historical
Cervo_P,454,806.3809524,Historical
Palmeira_P,754,2296,Historical
Palmeira_P,783,2376,Historical
Palmeira_P,754,2328,Historical
Palmeira_P,783,2380,Historical
Couso_P,663,2201.680672,Historical
Couso_P,663,2380.952381,Historical
Couso_P,608,1823.170732,Historical
Couso_P,452,727.8106509,Historical
Couso_P,510,1029.94012,Historical
Couso_P,543,1503.759398,Historical
Couso_P,484,1016.666667,Historical
Lira_P,599,1111.333333,Historical
Lira_P,603,1022.666667,Historical
Vilan_P,774,1867.318812,Historical
Vilan_P,683,1512.087912,Historical
Vilan_P,718,1554.471545,Historical
Vilan_P,833,2440.243902,Historical
Lira_P,755,1744.736842,Historical
Lira_P,725,1791.194969,Historical
Lira_P,649,837.3333333,Historical
Lira_P,586,1048.666667,Historical
Lira_P,621,1158,Historical
Lira_P,560,800,Historical
Couso_P,481,923.9130435,Historical
Couso_P,600,1489.361702,Historical
Couso_P,544,1500,Historical
Vilan_P,509,1106.763285,Historical
Vilan_P,544,1331.415929,Historical
Vilan_P,628,1622.222222,Historical
Vilan_P,509,1035.080645,Historical
Vilan_P,544,1200,Historical
Vilan_P,572,1043.430657,Historical
Vilan_P,572,1036.666667,Historical
Vilan_P,531,1035.874439,Historical
Vilan_P,468,580,Historical
Lira_P,683,1536.99422,Historical
Lira_P,837,2427.322404,Historical
Lira_P,722,1820,Historical
Lira_P,601,1012,Historical
Lira_P,522,520,Historical
Lira_P,635,1096.575342,Historical
Cervo_P,277,413.4,Historical
Cervo_P,306,531.4,Historical
Cervo_P,277,459.7,Historical
Cervo_P,306,594.5,Historical
Cervo_P,277,449.2,Historical
Cervo_P,306,517.8,Historical
Cervo_P,306,421.5555556,Historical
Couso_P,423,677.7251185,Historical
Couso_P,577,1644.736842,Historical
Couso_P,544,1060,Historical
Couso_P,579,1290,Historical
Couso_P,375,836.4485981,Historical
Couso_P,587,1881.578947,Historical
Couso_P,496,1211.111111,Historical
Couso_P,615,1639.705882,Historical
Couso_P,433,1032.786885,Historical
Couso_P,552,1671.428571,Historical
Couso_P,433,865.6716418,Historical
Couso_P,552,1510.067114,Historical
Couso_P,587,1655.629139,Historical
Cervo_P,797,2646,Historical
Cervo_P,481,886.4761905,Historical
Cervo_P,516,1093,Historical
Cervo_P,624,1338.2,Historical
Cervo_P,453,951.6666667,Historical
Cervo_P,524,1052.222222,Historical
Cervo_P,425,834,Historical
Cervo_P,581,1409.285714,Historical
Cervo_P,412,712.3,Historical
Cervo_P,559,1755.714286,Historical
Cervo_P,610,1644,Historical
Cervo_P,277,428.6,Historical
Cervo_P,306,551,Historical
Cervo_P,277,426,Historical
Cervo_P,306,536.1,Historical
Couso_P,426,778.9473684,Historical
Couso_P,545,1539.568345,Historical
Couso_P,580,1721.804511,Historical
Couso_P,496,1135,Historical
Lira_P,654,865.942029,Historical
Lira_P,575,976,Historical
Couso_P,461,833.3333333,Historical
Couso_P,496,1000,Historical
Couso_P,461,994.6236559,Historical
Couso_P,615,1690.909091,Historical
Couso_P,461,800,Historical
Couso_P,615,1553.459119,Historical
Lira_P,651,1746.5,Historical
Lira_P,770,2326.434933,Historical
Lira_P,545,1070.666667,Historical
Lira_P,806,1958.666667,Historical
Lira_P,781,2272.037915,Historical
Lira_P,816,2301.754386,Historical
Lira_P,781,2116.666667,Historical
Lira_P,900,2425.148145,Historical
Lira_P,670,1339.423077,Historical
Lira_P,566,630,Historical
Lira_P,617,927.3333333,Historical
Lira_P,605,880.6666667,Historical
Cervo_P,461,712.5,Historical
Cervo_P,277,312.7,Historical
Cervo_P,306,411.5,Historical
Cervo_P,277,429.8,Historical
Cervo_P,306,572.1,Historical
Lira_P,754,1969.480519,Historical
Lira_P,776,1718.269231,Historical
Lira_P,600,983.3333333,Historical
Lira_P,784,1556.571429,Historical
Lira_P,626,1335.757576,Historical
Cervo_P,277,413.7,Historical
Cervo_P,306,544.7,Historical
Couso_P,419,746.031746,Historical
Couso_P,538,1510.067114,Historical
Couso_P,573,1693.430657,Historical
Couso_P,433,962.1621622,Historical
Couso_P,552,1555.555556,Historical
Couso_P,587,1742.647059,Historical
Cervo_P,811,1688.571429,Historical
Cervo_P,481,1157,Historical
Cervo_P,468,989,Historical
Cervo_P,461,971.2857143,Historical
Cervo_P,496,1057.857143,Historical
Cervo_P,531,1412,Historical
Lira_P,729,2052.439024,Historical
Lira_P,715,1681.012658,Historical
Lira_P,750,1877.333333,Historical
Lira_P,869,1981,Historical
Lira_P,725,1840.490798,Historical
Lira_P,844,2414.152746,Historical
Couso_P,524,1343.75,Historical
Lira_P,647,1923.244627,Historical
Couso_P,697,2327.586207,Historical
Cervo_P,688,1755.384615,Historical
Cervo_P,531,1125,Historical
Vilan_P,503,542.5287356,Historical
Vilan_P,671,1692.903226,Historical
Vilan_P,693,1963.975155,Historical
Vilan_P,728,2186.363636,Historical
Vilan_P,847,2878.409091,Historical
Vilan_P,693,1946.242775,Historical
Vilan_P,812,2817.708333,Historical
Vilan_P,693,1854.225352,Historical
Vilan_P,812,2680.314961,Historical
Lira_P,753,2218.134715,Historical
Lira_P,744,2171.276596,Historical
Lira_P,843,2198.891778,Historical
Cervo_P,524,1269.583333,Historical
Cervo_P,559,1402.176471,Historical
Cervo_P,587,1368.151261,Historical
Cervo_P,292,461.4444444,Historical
Palmeira_P,486,1170,Historical
Palmeira_P,607,1428,Historical
Palmeira_P,572,1602,Historical
Palmeira_P,564,2152,Historical
Palmeira_P,455,1216,Historical
Palmeira_P,574,1428,Historical
Palmeira_P,609,1492,Historical
Palmeira_P,574,988,Historical
Palmeira_P,390,542,Historical
Vilan_P,683,1632.55814,Historical
Vilan_P,683,1331.168831,Historical
Vilan_P,718,1588.75,Historical
Vilan_P,481,448.8151659,Historical
Vilan_P,572,960.2803738,Historical
Couso_P,481,903.0612245,Historical
Couso_P,390,648.0686695,Historical
Couso_P,544,1420.382166,Historical
Palmeira_P,356,756,Historical
Cervo_P,399,698.0555556,Historical
Cervo_P,427,890.8,Historical
Cervo_P,462,1142.428571,Historical
Cervo_P,399,703,Historical
Cervo_P,427,994.2142857,Historical
Cervo_P,462,1113.428571,Historical
Cervo_P,426,684.8888889,Historical
Palmeira_P,754,2912,Historical
Palmeira_P,390,370,Historical
Palmeira_P,475,772,Historical
Palmeira_P,546,902,Historical
Palmeira_P,546,1704,Historical
Palmeira_P,564,1880,Historical
Palmeira_P,446,876,Historical
Palmeira_P,475,1028,Historical
Palmeira_P,475,716,Historical
Palmeira_P,446,1136,Historical
Palmeira_P,475,1324,Historical
Palmeira_P,412,988,Historical
Lira_P,748,1713.609467,Historical
Couso_P,634,2175.572519,Historical
Couso_P,753,3020.833333,Historical
Couso_P,788,3161.290323,Historical
Couso_P,662,2191.304348,Historical
Couso_P,697,2448.275862,Historical
Couso_P,475,718.75,Historical
Couso_P,594,1375.690608,Historical
Couso_P,629,1570.512821,Historical
Couso_P,475,890.4761905,Historical
Couso_P,594,1582.278481,Historical
Couso_P,613,1386.861314,Historical
Couso_P,447,640.625,Historical
Couso_P,566,1208.588957,Historical
Cervo_P,635,1902,Historical
Cervo_P,607,1508.538462,Historical
Cervo_P,572,1232,Historical
Cervo_P,674,2757.142857,Historical
Palmeira_P,446,976,Historical
Palmeira_P,475,1142,Historical
Palmeira_P,412,1078,Historical
Palmeira_P,412,784,Historical
Lira_P,571,1064.666667,Historical
Lira_P,604,1167.333333,Historical
Lira_P,538,622.6666667,Historical
Lira_P,522,554.6666667,Historical
Lira_P,548,888,Historical
Lira_P,732,2225,Historical
Lira_P,752,1797.413751,Historical
Cervo_P,475,920,Historical
Vilan_P,657,1885.9375,Historical
Vilan_P,811,3135.714286,Historical
Vilan_P,930,3408.333333,Historical
Couso_P,475,814.3459916,Historical
Couso_P,594,1538.461538,Historical
Couso_P,538,968.4684685,Historical
Couso_P,475,830.9178744,Historical
Couso_P,594,1590.277778,Historical
Couso_P,629,1727.272727,Historical
Couso_P,669,2087.301587,Historical
Couso_P,475,925.2873563,Historical
Couso_P,594,1612.403101,Historical
Couso_P,543,790.8163265,Historical
Couso_P,503,1321.917808,Historical
Couso_P,538,1606.25,Historical
Couso_P,571,1400,Historical
Couso_P,606,1624.113475,Historical
Couso_P,571,1142.045455,Historical
Couso_P,606,1309.090909,Historical
Couso_P,571,894.2307692,Historical
Couso_P,606,1063.414634,Historical
Couso_P,613,1184.87395,Historical
Couso_P,613,1300,Historical
Couso_P,511,1031.25,Historical
Couso_P,546,1204.379562,Historical
Couso_P,700,1975.409836,Historical
Couso_P,455,933.3333333,Historical
Couso_P,574,1510.067114,Historical
Couso_P,609,1627.45098,Historical
Couso_P,670,2061.403509,Historical
Couso_P,420,959.0909091,Historical
Couso_P,420,1033.149171,Historical
Couso_P,455,1118.226601,Historical
Couso_P,574,1607.692308,Historical
Couso_P,609,1721.428571,Historical
Couso_P,670,2168.067227,Historical
Vilan_P,692,1714.09396,Historical
Couso_P,501,1104.938272,Historical
Couso_P,536,1182.857143,Historical
Couso_P,655,1727.272727,Historical
Couso_P,417,806.4516129,Historical
Couso_P,501,1174.193548,Historical
Couso_P,536,1370.165746,Historical
Couso_P,655,1922.535211,Historical
Couso_P,445,946.3414634,Historical
Couso_P,564,1500,Historical
Couso_P,445,1115.384615,Historical
Couso_P,564,1620,Historical
Couso_P,382,905,Historical
Couso_P,417,1060.913706,Historical
Couso_P,501,1427.672956,Historical
Couso_P,536,1619.631902,Historical
Cervo_P,559,1462.2,Historical
Cervo_P,607,1774.675325,Historical
Cervo_P,607,1792.077922,Historical
Cervo_P,726,2307.866667,Historical
Palmeira_P,453,966,Historical
Palmeira_P,425,1164,Historical
Palmeira_P,609,1060,Historical
Palmeira_P,574,1384,Historical
Palmeira_P,574,1020,Historical
Palmeira_P,446,1120,Historical
Couso_P,700,3155.339806,Historical
Couso_P,819,3697.368421,Historical
Couso_P,938,4184.615385,Historical
Lira_P,538,714,Historical
Lira_P,685,1583.088908,Historical
Lira_P,647,1216.292135,Historical
Lira_P,766,1546.808511,Historical
Couso_P,542,1412.587413,Historical
Couso_P,488,830.7692308,Historical
Couso_P,461,1207.792208,Historical
Couso_P,496,1430.555556,Historical
Couso_P,615,1992,Historical
Couso_P,461,1031.446541,Historical
Couso_P,587,1640.522876,Historical
